COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,REVISIÓN O REEVALUACIÓN,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,SUBTIPOLOGÍAS,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,ALCANCE INICIATIVA,DIVISIÓN VINCULADA,CARTERA REZAGO,BENEFICIARIO,SECTOR,SUBSECTOR,MONTO INICIATIVA,MONTO SECTORIAL,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,GASTO SIG. AÑOS,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,N° RATES EMITIDOS,DIAS PARA RESPUESTA,N° ORD. POSTULACIÓN,FECHA ORD. POSTULACIÓN,FECHA RECEPC. GORE,ANALISTA,FECHA ASIGN. ANALISTA,N° ORD.  A MIDESO,FECHA ENVÍO A MIDESO,N° ORD. CORE,FECHA ENVÍO ORD. A CORE,N° CERTIF. RS,FECHA CERTIF. RS,N° CERT.CORE O RES. EXTA INCORP,FECHA CERTIF. APROBADO CORE,"N° MEMO PRESUPESTO
RES. APRUEBA CONV","FECHA ENVÍO A PRESUPUESTO
FECHA CONVENIO",OBSERVACIONES GENERALES,EJE,LINEAMIENTO,OBJETIVO,ACCION,N° EMPLEOS EST. HOMBRE,N° EMPLEOS EST. MUJER,N° EMPLEOS ESTIMADOS,N° BENEF DIRECT HOM,N° BENEF DIRECTOS MUJ,N° BENEF DIRECTOS TOTAL,CONTROL DE DIAS,CONTROL RESPUESTA OBSERVACIONES,N° DIAS RETRASO,RESPONDE OBSERVACIONES,FECHA RESPUESTA INGRESO PRE INVERSIÓN,N° DÍAS A LA ESPERA DE REVISIÓN,PRIORIZADO GOBERNADOR,,,,,,
40058625-2023,VIGENTE,2023,2023,40058625,0,"ADQUISICION DE MAMOGRAFO PARA EL CESFAM VIOLETA PARRA, CHILLAN",REVISIÓN,PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,SALUD,29,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,COMUNAL,,,CHILLÁN,SALUD,SALUD BAJA COMPLEJIDAD,"M$303,093",M$0,"M$303,093",M$0,M$0,M$0,INGRESADO A PREINVERSIÓN,24-11-2023,SIN RATE,24-11-2023,,,1278,23-11-2023,24-11-2023,,24-11-2023,,,,,,,,,,,,,,,,,,,0,23702,23702,,,,,,,,,,,,,
40058502-2023,VIGENTE,2023,2023,40058502,0,"ADQUISICION DE MAMÓGRAFO PARA EL CESFAM MICHELL CHANDÍA ALARCÓN, COIHUECO
",REVISIÓN,PROYECTO,DIGUILLÍN,COIHUECO,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,SALUD,29,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,COMUNAL,,,COIHUECO,SALUD,SALUD BAJA COMPLEJIDAD,"M$303,093",M$0,"M$303,093",M$0,M$0,M$0,INGRESADO A PREINVERSIÓN,24-11-2023,SIN RATE,24-11-2023,,,1278,23-11-2023,24-11-2023,,24-11-2023,,,,,,,,,,,,,,,,,,,0,23702,23702,,,,,,,,,,,,,
40055655-2023,VIGENTE,2023,2023,40055655,0,"ADQUISICION DE MAMOGRAFO PARA EL HOSPITAL COMUNITARIO DE YUNGAY, YUNGAY",REVISIÓN,PROYECTO,DIGUILLÍN,YUNGAY,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,SALUD,29,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,COMUNAL,,,YUNGAY,SALUD,SALUD BAJA COMPLEJIDAD,"M$303,092",M$0,"M$303,092",M$0,M$0,M$0,INGRESADO A PREINVERSIÓN,24-11-2023,SIN RATE,24-11-2023,,,1280,23-11-2023,24-11-2023,,24-11-2023,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,4407,15484,15484,,,,,,,,,,,,,
40047341-2024,VIGENTE,2024,2024,40047341,0,"MEJORAMIENTO PATIO ISABEL RIQUELME, MERCADO MUNICIPAL DE CHILLÁN",REVISIÓN,PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,MIDESO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,COMUNAL,DIPLADE,,,,,"M$3,356,160",M$0,"M$3,356,160","M$3,356,160",,,ADMISIBLE,11-12-2023,ADMISIBLE,11-12-2023,,,8867,27-11-2023,27-11-2023,Oscar Diaz Diaz,11-12-2023,2194,13-12-2023,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,73900,61029,134929,,,,,,,,,,,,,
40054644-2024,VIGENTE,2024,2024,40054644,0,"REPOSICIÓN AVENIDA NUESTRA SEÑORA DEL ROSARIO, COMUNA DE NINHUE",REVISIÓN,PROYECTO,ITATA,NINHUE,DISEÑO,MIDESO,MIDESO,CAMINOS/CALLES/VEREDAS,31,2,,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,COMUNAL,DIT,,,,,"M$70,805",M$0,"M$70,805","M$70,805",,,ADMISIBLE,11-12-2023,ADMISIBLE,11-12-2023,,,626,27-11-2023,27-11-2023,Oscar Diaz Diaz,11-12-2023,2195,13-12-2023,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.1 Definir y construir una red vial estructural que permita mejorar la conectividad regional e interregional.,,,,2646,2567,5213,,,,,,,,,,,,,
40049525-2024,VIGENTE,2024,2024,40049525,0,"REPOSICIÓN ESCUELA GLORIAS NAVALES, COMUNA DE NINHUE",REVISIÓN,PROYECTO,ITATA,NINHUE,DISEÑO,MIDESO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,COMUNAL,,,,,,"M$175,771",M$0,"M$175,771","M$175,771",,,ADMISIBLE,11-12-2023,ADMISIBLE,11-12-2023,,,628,27-11-2023,27-11-2023,Oscar Diaz Diaz,11-12-2023,2196,13-12-2023,,,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.3 APOYAR EL DESARROLLO DE HABILIDADES PERSONALES EN LOS HABITANTES DE LA REGIÓN,3.1.3.1 Mejorar la educación pública inicial parvulario básica y media mediante la implementación de procesos de aprendizaje que fortalezcan las habilidades para la vida.,,,,128,124,252,,,,,,,,,,,,,
40048583-2024,VIGENTE,2024,2024,40048583,0,"CONSTRUCCIÓN SISTEMA DE AGUA POTABLE RURAL, SECTOR AGUA FRÍA, COMUNA DE NINHUE",REVISIÓN,PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,MIDESO,AGUAS Y APR,31,2,,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,COMUNAL,DIT,,,,,"M$709,600",M$0,"M$709,600","M$709,600",,,ADMISIBLE,11-12-2023,ADMISIBLE,11-12-2023,,,627,27-11-2023,27-11-2023,Oscar Diaz Diaz,11-12-2023,2197,13-12-2023,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.6 DISEÑAR Y EJECUTAR UNA ESTRATEGIA HÍDRICA REGIONAL,1.1.6.5 Proteger y/o mejorar la calidad de los recursos hídricos de la región.,,,,98,94,192,,,,,,,,,,,,,
40048087-2024,VIGENTE,2023,2024,40048087,0,"CONSTRUCCIÓN CANCHA DE FÚTBOL SAN IGNACIO DE PALOMARES, COMUNA DE RÁNQUIL",REVISIÓN,PROYECTO,ITATA,RÁNQUIL,EJECUCIÓN,MIDESO,MIDESO,DEPORTIVO,31,2,,MUNICIP. RÁNQUIL,MUNICIPIO,MUNICIP. RÁNQUIL,COMUNAL,DIDESO,,,,,"M$378,000",M$0,"M$378,000","M$378,000",,,APROBADO TÉCNICAMENTE,06-03-2024,RS,06-03-2024,,,919,28-11-2023,28-11-2023,Oscar Diaz Diaz,11-12-2023,2193,13-12-2023,,,,06-03-2024,143,26-03-2024,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.1 REDUCIR LA VULNERABILIDAD DE LA POBLACIÓN REGIONAL,3.1.3.3 Desarrollo de iniciativas de prevención del consumo problemático de alcohol y drogas.,,,,137,127,264,,,,,,,,,,,,,
40059494-2023,VIGENTE,2023,2023,40059494,0,"CONSTRUCCIÓN ILUMINACIÓN SOLAR Y TELEVIGILANCIA DIVERSOS SECTORES, COMUNA DE SAN IGNACIO",REVISIÓN,PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,FRIL,FRIL - EMERGENCIA SEGURIDAD,INFRAESTRUCTURA PÚBLICA,33,3,125,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,COMUNAL,DIT,,,,,"M$166,776",M$0,"M$166,776","M$166,776",,,INGRESADO A PREINVERSIÓN,12-12-2023,SIN RATE,12-12-2023,,,944,06-12-2023,11-12-2023,Marcelo Bilbao,12-12-2023,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,,,,,,,,,,,,,,,,
40059096-2023,VIGENTE,2023,2023,40059096,0,"CONSTRUCCIÓN LUMINARIAS EN VARIOS SECTORES RURALES, COMUNA DE NINHUE",REVISIÓN,PROYECTO,ITATA,NINHUE,EJECUCIÓN,FRIL,FRIL - EMERGENCIA SEGURIDAD,INFRAESTRUCTURA PÚBLICA,33,3,125,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,COMUNAL,DIT,,,,,"M$91,509",M$0,"M$91,509","M$91,509",,,INGRESADO A PREINVERSIÓN,12-12-2023,SIN RATE,12-12-2023,,,617,23-11-2023,11-12-2023,Marcelo Bilbao,12-12-2023,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.2 Implementar un programa estratégico de pavimentación y mejoramiento de infraestructura pública vial.,,,,510,470,980,,,,,,,,,,,,,
40059560-2023,VIGENTE,2023,2023,40059560,0,"INSTALACIÓN LUMINARIAS DE EMERGENCIA SOLAR PÚBLICA, COMUNA DE COBQUECURA",REVISIÓN,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,FRIL,FRIL - EMERGENCIA SEGURIDAD,INFRAESTRUCTURA PÚBLICA,33,3,125,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,COMUNAL,DIT,,,,,"M$99,728",M$0,"M$99,728","M$99,728",,,INGRESADO A PREINVERSIÓN,18-12-2023,SIN RATE,18-12-2023,,,886,14-12-2023,15-12-2023,Marcelo Bilbao,18-12-2023,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.2 FORTALECER LA SUSTENTABILIDAD AMBIENTAL DE LA REGIÓN,1.2.3 MEJORAMIENTO DEL MEDIO AMBIENTE EN LOS ASENTAMIENTOS HUMANOS DE LA REGIÓN,1.2.3.2 Aumentar dotación de espacios públicos para la educación la recreación y el esparcimiento.,,,,240,260,500,,,,,,,,,,,,,
40059652-2023,VIGENTE,2023,2023,40059652,0,CONSTRUCCIÓN LUMINARIA FOTOVOLTAICA Y SISTEMA DE TELEVIGILANCIA COMUNA DE TREHUACO,REVISIÓN,PROYECTO,ITATA,TREHUACO,EJECUCIÓN,FRIL,FRIL - EMERGENCIA SEGURIDAD,INFRAESTRUCTURA PÚBLICA,33,3,125,MUNICIP. TREHUACO,MUNICIPIO,MUNICIP. TREHUACO,COMUNAL,DIT,,,,,"M$152,497",M$0,"M$152,497","M$152,497",,,INGRESADO A PREINVERSIÓN,27-12-2023,SIN RATE,27-12-2023,,,518,20-12-2023,21-12-2023,Marcelo Bilbao,27-12-2023,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.2 Implementar un programa estratégico de pavimentación y mejoramiento de infraestructura pública vial.,,,,631,639,1270,,,,,,,,,,,,,
40049141-2024,VIGENTE,2024,2024,40049141,0,"CONSTRUCCIÓN GIMNASIO MUNICIPAL, COMUNA DE PINTO",REVISIÓN,PROYECTO,DIGUILLÍN,PINTO,DISEÑO,MIDESO,MIDESO,DEPORTIVO,31,2,,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,COMUNAL,DIPLADE,,,,,"M$120,000",M$0,"M$120,000","M$120,000",,,INGRESADO A PREINVERSIÓN,27-12-2023,SIN RATE,27-12-2023,,,827,05-12-2023,22-12-2023,Rolando Gasset,16-01-2024,111,1/23/2024,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,5336,5491,10827,,,,,,,,,,,,,
40058969-2023,VIGENTE,2023,2023,40058969,0,ADQUISICION CARRO DE ABASTECIMIENTO Y SEGUNDO SOCORRO,REVISIÓN,PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,SEGURIDAD,29,,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,COMUNAL,DIT,,,,,"M$452,678",M$0,"M$452,678",M$0,,,INGRESADO A PREINVERSIÓN,27-11-2023,SIN RATE,27-11-2023,,,821,27-11-2023,27-11-2023,,,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.5 FORTALECER LA PREVENCIÓN CAPACIDAD DE REACCIÓN Y PLANES DE MITIGACIÓN FRENTE A RIESGOS Y DESASTRES NATURALES,1.1.5.3 Incorporar la gestión de riesgo de desastres en los gobiernos locales.,,,,15712,18224,33936,,,,,,,,,,,,,
40059697-2024,VIGENTE,2023,2024,40059697,0,"CONSTRUCCION ESCUELA DE FORMACIÓN DE CARABINEROS, SEDE ÑUBLE",REVISIÓN,ESTUDIO,REGIONAL,REGIONAL,DISEÑO,MIDESO,MIDESO,SEGURIDAD,,,,CARABINEROS,SECTORIAL / OTRO,CARABINEROS,REGIONAL,DIT,,,,,"M$1,100,124",M$0,"M$1,100,124",M$0,,,INGRESADO A PREINVERSIÓN,29-12-2023,SIN RATE,29-12-2023,,,183,27-12-2023,29-12-2023,Rolando Gasset,02-01-2024,2,1/3/2024,,,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.1 REDUCIR LA VULNERABILIDAD DE LA POBLACIÓN REGIONAL,,,,,9910500,10175877,20086377,,,,,,,,,,,,,
40052487-2024,VIGENTE,2023,2024,40052487,0,SANEAMIENTO DERECHOS DE AGUA DE LA REGIÓN DE ÑUBLE,REVISIÓN,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,TRANSFERENCIA,AGUAS Y APR,,,,MOP DGA,SECTORIAL / OTRO,MOP-DGA,REGIONAL,DIT,,,,,"M$1,059,946",M$0,"M$1,059,946",M$0,,,INGRESADO A PREINVERSIÓN,29-12-2023,SIN RATE,29-12-2023,,,1284,27-12-2023,29-12-2023,Patricio Torres,03-01-2024,,,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,1.1.6 DISEÑAR Y EJECUTAR UNA ESTRATEGIA HÍDRICA REGIONAL,,,,,400,200,600,,,,,,,,,,,,,
40021911-2024,VIGENTE,2024,2024,40021911,0," REPOSICION TOTAL ESCUELA FELIPE CUBILLOS SIGAL, COMUNA DE COELEMU",REVISIÓN,PROYECTO,ITATA,COELEMU,EJECUCIÓN,MIDESO,MIDESO,EDUCACIÓN,,,,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,COMUNAL,DIPLADE,,,,,"M$1,386,226",M$0,"M$1,386,226",M$0,,,INGRESADO A PREINVERSIÓN,03-01-2024,SIN RATE,03-01-2024,,,1042,27-12-2023,03-01-2023,Rolando Gasset,05-01-2023,52,1/11/2024,,,,,,,,,,,,,,,,,39,41,80,,,,,,,,,,,,,
40055250-2024,VIGENTE,2024,2024,40055250,0,ACTUALIZACION PLADECO 2024-2028; COMUNA DE PORTEZUELO,REVISIÓN,ESTUDIO,ITATA,PORTEZUELO,EJECUCIÓN,MIDESO,MIDESO,ESTUDIOS/PLANIFICACIÓN,,,,MUNICIP. PORTEZUELO,MUNICIPIO,MUNICIP. PORTEZUELO,COMUNAL,DIPLADE,,,,,"M$41,495",M$0,"M$41,495",M$0,,,ADMISIBLE,05-01-2023,ADMISIBLE,05-01-2023,,,7,03-01-2024,05-01-2023,Rolando Gasset,05-01-2023,53,1/11/2024,302,28-02-2023,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,,,,,,,,0,,,,,,,,,,,,,
40059771-2024,VIGENTE,2024,2024,40059771,0,"CONSTRUCCION CANCHA DE FUTBOL, SECTOR HUALTE, COMUNA DE NINHUE",REVISIÓN,ESTUDIO,ITATA,NINHUE,DISEÑO,MIDESO,MIDESO,DEPORTIVO,31,,,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,COMUNAL,DIDESO,,,,,"M$29,750",M$0,"M$29,750",M$0,,,INGRESADO A PREINVERSIÓN,16-01-2024,SIN RATE,16-01-2024,,,27,12-01-2024,16-01-2023,Rolando Gasset,17-01-2024,93,1/18/2024,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.5 Construir o habilitar espacios públicos y/o infraestructura pública diseñados y equipados de acuerdo a la jerarquía de cada centro urbano con pertinencia identitaria resguardando el aporte estético de las intervenciones públicas al desarrollo de los centros poblados.,,,,359,340,699,,,,,,,,,,,,,
40025696-2024,VIGENTE,2024,2024,40025696,0,"REPOSICION LICEO BICENTENARIO NIBALDO SEPULVEDA FERNANDEZ RBD 4032-0,
COMUNA DE PORTEZUELO
",REVISIÓN,ESTUDIO,ITATA,PORTEZUELO,DISEÑO,MIDESO,MIDESO,EDUCACION,,,,MUNICIP. PORTEZUELO,MUNICIPIO,MUNICIP. PORTEZUELO,COMUNAL,DIPLADE,,,,,"M$194,185",M$0,"M$194,185",M$0,,,INGRESADO A PREINVERSIÓN,17-01-2024,SIN RATE,17-01-2024,,,40,12-01-2024,17-01-2024,Rolando Gasset,17-01-2024,92,1/18/2024,,,,,,,,,,,,,,,,,2416,2446,4862,,,,,,,,,,,,,
30119846-2024,VIGENTE,2024,2024,30119846,0,REPOSICIÓN DE HOSPITAL PEDRO MORALES DE YUNGAY,REVISIÓN,ESTUDIO,DIGUILLÍN,YUNGAY,DISEÑO,MIDESO,MIDESO,SALUD,,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,COMUNAL,DIPLADE,,,,,"M$160,444",M$0,"M$160,444",M$0,,,INGRESADO A PREINVERSIÓN,23-01-2024,ADMISIBLE,23-01-2024,,,94,23-01-2024,23-01-2024,Rolando Gasset,24-01-2024,152,1/30/2023,,,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.2 FORTALECER EL ACCESO A LA SALUD DE CALIDAD PARA TODOS LOS HABITANTES DE LA REGIÓN,,,,,13473,13911,27384,,,,,,,,,,,,,
40029386-2024,VIGENTE,2024,2024,40029386,0,REPOSICIÓN DE HOSPITAL COMUNITARIO  DE SALUD FAMILIAR DE COELEMU,REVISIÓN,ESTUDIO,ITATA,COELEMU,DISEÑO,MIDESO,MIDESO,SALUD,,,,S.SALUD ÑUBLE,SECTORIAL / OTRO,S.SALUD ÑUBLE,COMUNAL,DIPLADE,,,,,"M$160,446",M$0,"M$160,446",M$0,,,INGRESADO A PREINVERSIÓN,23-01-2024,ADMISIBLE,23-01-2024,,,93,23-01-2024,23-01-2024,Rolando Gasset,24-01-2024,149,1/30/2023,,,,,,,,,,3. DESARROLLO SOCIAL,3.1 MEJORAR LAS CONDICIONES REGIONALES PARA UN MAYOR BIENESTAR DE SUS HABITANTES,3.1.2 FORTALECER EL ACCESO A LA SALUD DE CALIDAD PARA TODOS LOS HABITANTES DE LA REGIÓN,,,,,14170,14766,28936,,,,,,,,,,,,,
40053862-2024,VIGENTE,2024,2024,40053862,0,DIFUSIÓN RALLY MOVIL ÑUBLE 2023 Y REGIÓN DE ÑUBLE,REEVALUACIÓN,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,TRANSFERENCIA,FOMENTO/TURISMO/INNOVACIÓN,,,,SERNATUR,SECTORIAL / OTRO,SERNATUR,REGIONAL,DIDESO,,,,,"M$269,400",M$0,"M$269,400",M$0,,,APROBADO TÉCNICAMENTE,30-01-2024,RS,30-01-2024,,,29,25-01-2024,25-01-2024,Patricio Torres,25-01-2024,,,,,,,,,1243,01-12-2023,CONVENIO,,,,,,,,533,557,1090,,,,,,,,,,,,,
40045974-2024,VIGENTE,2024,2024,40045974,0,"AMPLIACION DE PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS DE PUEBLO SECO,
COMUNA DE SAN IGNACIO
",REVISIÓN,ESTUDIO,DIGUILLÍN,SAN IGNACIO,DISEÑO,MIDESO,MIDESO,ALCANTARILLADO,,,,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,COMUNAL,DIT,,,,,"M$120,000",M$0,"M$120,000",M$0,,,ADMISIBLE,31-01-2024,ADMISIBLE,31-01-2024,,,,25,09-01-2024,Rolando Gasset,31-01-2024,199,2/5/2024,,,,,,,,,,1. TERRITORIO Y MEDIO AMBIENTE,1.2 FORTALECER LA SUSTENTABILIDAD AMBIENTAL DE LA REGIÓN,1.2.3 MEJORAMIENTO DEL MEDIO AMBIENTE EN LOS ASENTAMIENTOS HUMANOS DE LA REGIÓN,1.2.3.1 Aumentar la disponibilidad funcionalidad y accesibilidad de áreas verdes.,,,,1352,1408,2760,,,,,,,,,,,,,
40056048-2024,VIGENTE,2024,2024,40056048,0,"MEJORAMIENTO DE DIVERSOS CAMINOS AFECTADOS POR SISTEMA FRONTAL, COMUNA CHILLÁN VIEJO",REEVALUACIÓN,PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,FRIL,FRIL - EMERGENCIA INUNDACIONES 2023,CAMINOS/CALLES/VEREDAS,33,3,125,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,COMUNAL,DIT,,CHILLÁN VIEJO,TRANSPORTE,TRANSPORTE URBANO Y VIALIDAD PEATONAL,"M$111,563",M$0,"M$111,563",M$0,M$0,M$0,INGRESADO A PREINVERSIÓN,31-01-2024,SIN RATE,31-01-2024,,,64,1/31/2014,31-01-2024,Marcelo Bilbao,31-01-2024,,,,, , , , ,800,24-07-2023,CONVENIO,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.2 Implementar un programa estratégico de pavimentación y mejoramiento de infraestructura pública vial.,,,,417,423,840,,,,,,,,,,,,,
40054741-2024,VIGENTE,2024,2024,40054741,0,TRANSFERENCIA ADQUISICION DE TERRENOS 2023 REGION DE ÑUBLE,REEVALUACIÓN,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,C-33 - ACTIVOS NO FINANCIEROS,VIVIENDA,,,,SEREMI VIVIENDA,SECTORIAL / OTRO,SEREMI VIVIENDA,REGIONAL,DIPLADE,,REGIONAL,VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO,"M$2,309,398",M$0, ,M$0,M$0,M$0,INGRESADO A PREINVERSIÓN,31-01-2024,SIN RATE,31-01-2024,,,65,31-01-2024,31-01-2024,Patricio Torres,31-01-2024,,, , , , ,,,157,17-11-2023,CONVENIO,,,,,,,,828,865,1693,,,,,,,,,,,,,
