ENROCADO,,,,,,,,,,,,,,,,,,,,,,
C,VIA RECEPCIÓN,NÚMERO DOCUMENTO,TIPO DE DOCUMENTO,FECHA DOCUMENTO,FECHA RECEPCIÓN,FECHA DE ENTREGA,REMITENTE,DESTINATARIO,MATERIA,VIA DISTRIBUCIÓN,ADJUNTO,DERIVADO A: (DIVISIÓN),RECEPCIONADO POR,FECHA,FIRMA,Responsable,Medio derivación,FECHA,Respuesta si/no,Instrucción,Plazo,Observación
1049,,088,ORDINARIO,07-03-24,18-03-24,18-03-24,ALCALDE DE TREHUACO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA DOCUMENTACIÓN PARA SOLICITAR TRANSFERENCIA DE RECURSOS PARA CANCELACIÓN DE PRIMER ESTADO DE PAGO ""MEJORAMIENTO CAMINO VECINAL MINAS DE LEUQUE-CAÑA DULCE, COMUNA DE TREHUACO"".",E-MAIL,,DIPIR,,,,,,,,,,
1048,,059,OFICIO CORE,07-03-24,18-03-24,18-03-24,SECRETARIO EJECUTIVO CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,CERTIFICADO DEL CONSEJO REGIONAL DE ÑUBLE.,E-MAIL,,GABINETE - JEFES DE DIVISIÓN,,,,,,,,,,
1047,,E453145,OFICIO,07-03-24,18-03-24,18-03-24,CONTRALOR REGIONAL DE ÑUBLE.,GOBERNADOR REGIONAL DE ÑUBLE,REPRESENTA LA RESOLUCIÓN N°3 DE 2024 DEL GOBIERNO REGIONAL DE ÑUBLE.,E-MAIL,,GABINETE - JURÍDICA - DIPIR,,,,,,,,,,
1046,,174,ORDINARIO,07-03-24,18-03-24,18-03-24,ALCALDE DE CHILLÁN VIEJO,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITUD PAGO ESTADO DE PAGO N°2 ""CONSTRUCCIÓN PLAZA RECREATIVA PADRE HURTADO III, CHILLÁN VIEJO, TERCER LLAMADO"".",E-MAIL,,DIPIR,,,,,,,,,,
1045,,058,ORDINARIO,06-03-24,18-03-24,18-03-24,DIRECTOR REGIONAL INIA QUILAMAPU,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RESPUESTA A OBSERVACIONES PROGRAMA ""TRANSFERENCIA BIOCONTROL EN AVELLANO EUROPEO CON ENDÓFITOS"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1044,,158,ORDINARIO,06-03-24,18-03-24,18-03-24,ALCALDE DE QUILLÓN,GOBERNADOR REGIONAL DE ÑUBLE,"ESTADO DE PAGO ""ADQUISICIÓN CAMIONETA PRIMERA INTERVENCIÓN COMUNA DE QUILLÓN"".",E-MAIL,,DIPIR,,,,,,,,,,
1043,,S/N,INVITACIÓN ,06-03-24,18-03-24,18-03-24,SEREMI DE MEDIO AMBIENTE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INVITACIÓN A GOBERNADOR.,E-MAIL,,GABINETE,,,,,,,,,,
1042,,055,OFICIO,06-03-24,18-03-24,18-03-24,JEFE UNIDAD ADMINISTRACIÓN Y FINANZAS FIA,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN MENSUAL FEBRERO CONVENIO FIA-FIC "" TRANSFERENCIA DIRECTRICES TECNOLÓGICAS DE MANEJO AGRONÓMICO PARA EL CULTIVO DEL CASTAÑO"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1041,,054,OFICIO,06-03-24,18-03-24,18-03-24,JEFE UNIDAD ADMINISTRACIÓN Y FINANZAS FIA,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN MENSUAL FEBRERO CONVENIO FIA-FIC "" TRANSFERENCIA INNOVACIÓN EN USO EFICIENTE DEL RECURSO HÍDRICO PARA LA PEQUEÑA AGRICULTURA ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1040,,053,OFICIO,06-03-24,18-03-24,18-03-24,JEFE UNIDAD ADMINISTRACIÓN Y FINANZAS FIA,GOBERNADOR REGIONAL DE ÑUBLE,"ENVÍA RENDICIÓN MENSUAL FEBRERO CONVENIO FIA-FIC "" TRANSFERENCIA INNOVACIÓN EN ACTIVIDADES VINCULADAS A LA AGRICULTURA EN LA REGIÓN DE ÑUBLE"".",E-MAIL,,UNIDAD DE RENDICIONES,,,,,,,,,,
1039,,165,ORDINARIO,05-03-24,18-03-24,18-03-24,ALCALDE (S) DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,"CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO ""CONST. SALA DE ESTIMULACIÓN CENTRO DE EQUINOTERAPIA"".",E-MAIL,,DIPIR,,,,,,,,,,
1038,,S/N,CARTA,14-03-24,18-03-24,19-03-24,UNIVERSIDAD SAN SEBASTIAN,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40035951-0.,E-MAIL,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1037,,S/N,CARTA,17-03-24,19-03-24,19-03-24,UNIVERSIDAD DE TALCA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40045403-0.,POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1036,,0289639,BOLETA DE GARANTIA,14-03-24,15-03-24,15-03-24,DIFOR CHILE S.A.,GOBERNADOR REGIONAL DE ÑUBLE,BOLETA DE GARANTIA POR $2.527.560.- COD BIP: 40055629-0.,POR MANO,,DAF,,,,,,,,,,
1035,,S/N,CARTA,15-03-24,15-03-24,15-03-24,GREMIO GASTRONOMIA Y ENTRETENCION GAYEN,GOBERNADOR REGIONAL DE ÑUBLE,CARTA SOLICITUD,POR MANO,,GABINETE,,,,,,,,,,
1034,,S/N,DOCUMENTO,15-03-24,15-03-24,15-03-24,GOBIERNO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,EXTRATEGIA REGIONAL DE ÑUBLE,POR MANO,,GABINETE,PAPEL,,,,,,,,,
1033,,00017,OFICIO,15-03-24,15-03-24,15-03-24,CORFO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40021028-0.,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1032,,57,OFICIO,14-03-24,15-03-24,15-03-24,SERNATUR,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40058389-0.,POR MANO,,UNIDAD DE RENDICIONES,PAPEL,,,,,,,,,
1031,,000075,OFICIO,14-03-24,15-03-24,15-03-24,SECRETARIO EJECUTIVO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA PROPUESTA SECIÓN ORDINARIA N°133, FECHA 20.03.2024.",POR MANO,,GABINETE,PAPEL/CORREO,,,,,,,,,
1030,,200,ORDINARIO,07-03-24,15-03-24,15-03-24,MUNCIPALIDAD DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,1° ESTADO DE PAGO COD. BIP. 40046161-0.,POR MANO,,DIPIR,PAPEL,,,,,,,,,
1029,,201,ORDINARIO,07-03-24,15-03-24,15-03-24,MUNCIPALIDAD DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,2° ESTADO DE PAGO COD. BIP. 40046161-0.,POR MANO,,DIPIR,,,,,,,,,,
1028,,468,ORDINARIO,15-03-24,15-03-24,15-03-24,SERVIU,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40054741-0. MES DE FEBRERO,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1027,,467,ORDINARIO,15-03-24,15-03-24,15-03-24,SERVIU,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40014384-0. MES DE FEBRERO,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1026,,470,ORDINARIO,15-03-24,15-03-24,15-03-24,SERVIU,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40014384-0. MES DE ENERO,POR MANO,,UNIDAD DE RENDICIONES,PAPEL ,,,,,,,,,
1025,,105,ORDINARIO,15-03-24,15-03-24,15-03-24,MUNCIPALIDAD DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,9° ESTADO DE PAGO COD. BIP. 40009199-0.,POR MANO,,DIPIR,,,,,,,,,,
1024,,192,ORDINARIO,11-03-24,15-03-24,15-03-24,MUNICIPALIDAD DE COIHUECO ,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40052008-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1023,,204,OFICIO,14-03-24,15-03-24,15-03-24,MUNICIPALIDAD DE CHILLAN VIEJO,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION "" FONDO SOCIAL PARA EL DESARROLLO DE ÑUBLE "" MES DE FEBRERO.",POR MANO,,UNIDAD DE RENDICIONES,,,,,,,,,,
1022,,0343,ORDINARIO,15-03-24,15-03-24,15-03-24,SERVICIO DE SALUD DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,5° ESTADO DE PAGO COD. BIP. 30119286-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
1021,,207,ORDINARIO,12-03-24,15-03-24,15-03-24,MINVU,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA ENCARGADOS DE PLATAFORMA CHILE INDICA, MINVU REGIÓN DE ÑUBLE.",POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
1020,,S/N,OFICIO,15-03-24,15-03-24,15-03-24,HOSPITAL DE SAN CARLOS,GOBERNADOR REGIONAL DE ÑUBLE,PRECALIFICACION Y CALIFICACION; FELIX ANTONIO SANHUESA LUNA.,POR MANO,,DAF,EN PAPEL,,,,,,,,,
1019,,S/N,RENDICION,12-03-24,15-03-24,15-03-24,FUNDACION CICLO RECREOVIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 22,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1018,,S/N,RENDICION,12-03-24,15-03-24,15-03-24,CLUB ADULTO MAYOR SANTA INES,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301AM0060,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1017,,S/N,RENDICION,04-03-24,15-03-24,15-03-24,CLUB DEPORTIVO ESTRELLA DE LA COSTA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301D0178,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1016,,S/N,CARTA,08-03-24,13-03-24,15-03-24,MUNICIPALIDAD DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,SUBSANACION DE OBSERVACIÓN RENDICION DE OFICIO N°00164.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1015,,17,OFICIO,14-03-24,14-03-24,15-03-24,SERCOTEC,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40047028-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1014,,3,CARTA,22-01-24,14-03-24,15-03-24,UNIVERSIDAD DE TALCA,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE RECURSOS COD. BIP: 40032593-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1013,,9,CARTA,14-03-24,14-03-24,15-03-24,UNIVERSIDAD DE TALCA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40050637-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1012,,S/N,CARTA,14-03-24,14-03-24,15-03-24,GRAFICA RETIRO,GOBERNADOR REGIONAL DE ÑUBLE,CARTA SOLICITUD,POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
1011,,051,ORDINARIO,11-03-24,14-03-24,15-03-24,UNIVERSIDAD CATÓLICA DE LA SANTISIMA CONCEPCION,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE TRANSFERENCIA DE RECURSOS COD. BIP: 40035910-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
1010,,55,OFICIO,12-03-24,14-03-24,15-03-24,SERNATUR,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40019425-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1009,,56,OFICIO,14-03-24,14-03-24,15-03-24,SERNATUR,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40053862-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
1008,,000066,OFICIO,13-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,MUNICIPALIDAD DE CHILLAN,INVITACION A COMISION DE DESARROLLO SOCIAL Y SEGURIDAD N°7 DE FECHA 20.03.2024.,POR MANO,,DIDESOH,EN PAPEL,,,,,,,,,
1007,,000067,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,MUNICIPALIDAD DE CHILLAN,INVITACION A COMISION DE PRESUPUESTO Y PROYECTOS DE INVERSION N°8 DE FECHA 20.03.2024.,POR MANO,,MUNICIPALIDAD DE CHILLAN,EN PAPEL,,,,,,,,,
1006,,000068,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INVITACION A COMISION DE DE AGRICULTURA Y RECURSOS HIDRICOS N°5 DE FECHA 20.03.2024.,POR MANO,,DIFOI,EN PAPEL,,,,,,,,,
1005,,000069,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"INVITACION A COMISION DE FOMENTO PRODUCTIVO, ENERGÍA Y TURISMO N°5 DE FECHA 20.03.2024.",POR MANO,,DIFOI,EN PAPEL,,,,,,,,,
1004,,000070,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,INVITACION A COMISION DE PRESUPUESTO Y PROYECTOS DE INVERSION N°8 DE FECHA 20.03.2024.,POR MANO,,DIPLADE,EN PAPEL,,,,,,,,,
1003,,000072,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE PERMISO ADMINISTRATIVO Y VACACIONES FUNCIONARIA CAROLINA REYES SEPULVEDA,POR MANO,,DAF,EN PAPEL,,,,,,,,,
1002,,072,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"CERTIFICADOS CONSEJO REGIONAL N° 896, 897 Y 898.",POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
1001,,000074,OFICIO,14-03-24,14-03-24,15-03-24,CONSEJO REGIONAL DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE PERMISO ADMINISTRATIVO FUNCIONARIA LILIANA PUENTES CARRASCO,POR MANO,,DAF,EN PAPEL,,,,,,,,,
1000,,064,ORDINARIO,13-03-24,14-03-24,15-03-24,INIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40035710-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
999,,065,ORDINARIO,13-03-24,14-03-24,15-03-24,INIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40035699-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
998,,066,ORDINARIO,13-03-24,14-03-24,15-03-24,INIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40014087-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
997,,067,ORDINARIO,13-03-24,14-03-24,15-03-24,INIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40032579-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
996,,068,ORDINARIO,13-03-24,14-03-24,15-03-24,INIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40014270-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
995,,70,ORDINARIO,14-03-24,14-03-24,15-03-24,CORPARAUCO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40043635-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
994,,0090,ORDINARIO,13-03-24,14-03-24,15-03-24,AGENCIA DE SUSTENTABILIDAD Y CAMBIO CLIMATICO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40051163-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
993,,0092,ORDINARIO,13-03-24,14-03-24,15-03-24,AGENCIA DE SUSTENTABILIDAD Y CAMBIO CLIMATICO,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD. BIP: 40050712-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
992,,221,ORDINARIO,13-03-24,14-03-24,15-03-24,MUNICIPALIDAD DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,SUBSANACION DE OBSERVACIÓN RENDICION FSDÑ 0013,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
991,,221,ORDINARIO,12-03-24,14-03-24,15-03-24,MUNICIPALIDAD DE BULNES ,GOBERNADOR REGIONAL DE ÑUBLE,SUBSANACION DE OBSERVACIÓN RENDICION FSDÑ 0013,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
990,,222,ORDINARIO,13-03-24,14-03-24,15-03-24,MUNICIPALIDAD DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,"ACTUALIZACIÓN MONEDA, COD. BIP: 40049545-0.",POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
989,,0327,ORDINARIO,13-03-24,15-03-24,15-03-24,SERVICIO DE SALUD DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION MENSUAL FEBRERO,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
988,,000182,ORDINARIO,07-03-24,15-03-24,15-03-24,MUNICIPALIDAD DE PORTEZUELO,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA REINGRESO DE LA INCIATIVA, COD. BIP: 40025696-0.",POR MANO,,DIPIR(PRE-INVERSIÓN),EN PAPEL,,,,,,,,,
987,,S/N,RENDICION,15-03-24,15-03-24,15-03-24,CORPORACION ARTE Y VIDA COELEMU,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301ADNCC011,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
986,,S/N,RENDICION,11-03-24,14-03-24,14-03-24,ACADEMIA DEL ADULTO MAYOR ETERNA JUVENTUD,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301AM0152,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
985,,S/N,RENDICION,14-03-24,14-03-24,14-03-24,CLUB DEPORTIVO CRUZ AZUL,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301D0262,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
984,,S/N,RENDICION,14-03-24,14-03-24,14-03-24,JUNTA DE VECINOS VILLA GALILEA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301SP0155,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
983,,S/N,CARTA,08-03-24,13-03-24,13-03-24,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,GOBERNADOR REGIONAL DE ÑUBLE,SUBSANACION DE RENDICION ,POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
982,,S/N,CARTA,13-03-24,13-03-24,13-03-24,JUNTA DE VECINOS PARQUE CORDILLERA,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE APOYO PARA ACTIVIDAD,POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
981,,113,OFICIO,12-03-24,13-03-24,13-03-24,INFOR,GOBERNADOR REGIONAL DE ÑUBLE,ENVIO INFORME FINANCIERO ENERO-FEBRERO 2024.,POR MANO,,DIFOI,EN PAPEL,,,,,,,,,
980,,120,OFICIO,13-03-24,13-03-24,13-03-24,INFOR,GOBERNADOR REGIONAL DE ÑUBLE,ENVIO SOLICITUD GASTO ADMINISTRACION ENERO-AGOSTO 2024.,POR MANO,,DIFOI,EN PAPEL,,,,,,,,,
979,,065/2024,OFICIO,13-03-24,13-03-24,13-03-24,CONSEJO REGIONAL DE ÑUBLE  ,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA REQUERIMIENTO DEL CONSEJERO REGIONAL JOHN POLANCO ESPINOZA, EN COMISION DE DESARROLLO SOCIAL Y SEGURIDAD N°6 DE FECHA  06/03/2024.",POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
978,,133/10/2024,ORDINARIO,09-02-24,13-03-24,13-03-24,MUNICIPALIDAD DE BULNES ,GOBERNADOR REGIONAL DE ÑUBLE,ANTECEDENTES PROYECTO COD. BIP: 40060200-0.,POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
977,,450,OFICIO,13-03-24,13-03-24,13-03-24,SERVIU,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA ENCARGADOS DE PLATAFORMA CHILE INDICA, SERVIU REGIÓN DE ÑUBLE.",POR MANO,,GABINETE,EN PAPEL,,,,,,,,,
976,,1600-001150/2024,OFICIO,07-03-24,13-03-24,13-03-24,INDAP,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA AMPLIACION DE PLAZO DEL CONVENIO COD. BIP: 40021102-0.,POR MANO,,DIFOI,EN PAPEL,,,,,,,,,
975,,1600-001152/2024,OFICIO,07-03-24,13-03-24,13-03-24,INDAP,GOBERNADOR REGIONAL DE ÑUBLE,INFORME DE PROYECTOS EN EJECUCIÓN DE FEBRERO INDAP-GORE.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
974,,1600-001064/2024,OFICIO,04-03-24,13-03-24,13-03-24,INDAP,GOBERNADOR REGIONAL DE ÑUBLE,CORRECCION OFICIO 1600-002951/2024,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
973,,037,CARTA,12-03-24,13-03-24,13-03-24,ENEL X CHILE SPA,GOBERNADOR REGIONAL DE ÑUBLE,"FORMALIZACIÓN CARTA GANT DE PROYECTO, COD. BIP: 40016354-0.",POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
972,,038,CARTA,12-03-24,13-03-24,13-03-24,ENEL X CHILE SPA,GOBERNADOR REGIONAL DE ÑUBLE,"FORMALIZACIÓN PLAN DE MEDIOS DE PROYECTO, COD. BIP: 40016354-0.",POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
971,,135,ORDINARIO,27-02-24,13-03-24,13-03-24,MUNICIPALIDAD DE SAN FABIÁN,GOBERNADOR REGIONAL DE ÑUBLE,1° ESTADO DE PAGO COD. BIP: 40056055-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
970,,158,ORDINARIO,19-02-24,13-03-24,13-03-24,MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,3° ESTADO DE PAGO COD. BIP: 40034082-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
969,,170,ORDINARIO,27-02-24,13-03-24,13-03-24,MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,2° ESTADO DE PAGO COD. BIP: 40034217-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
968,,188,ORDINARIO,12-03-24,13-03-24,13-03-24,MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD AUMENTO DE OBRA COD. BIP: 40034082-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
967,,190,ORDINARIO,12-03-24,13-03-24,13-03-24,MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,2° ESTADO DE PAGO COD. BIP: 40056708-0.,POR MANO,,DIPIR,EN PAPEL,,,,,,,,,
966,,222,ORDINARIO,12-03-24,13-03-24,13-03-24,MUNICIPALIDAD DE BULNES ,GOBERNADOR REGIONAL DE ÑUBLE,LIQUIDACIÓN DE CONTRATO COD. BIP: 40010206-0.,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
965,,S/N,RENDICION,13-03-24,13-03-24,13-03-24,"CLUB DEPORTIVO, SOCIAL Y CULTURAL DE PATINAJE NEWEN CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2201D0145,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
964,,S/N,RENDICION,13-03-24,13-03-24,13-03-24,"CLUB DEPORTIVO, SOCIAL Y CULTURAL MULTIDICIPLINARIO COIHUECO ALTERNATIVO.",GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2201D0123,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
963,,S/N,RENDICION,12-03-24,13-03-24,13-03-24,COMITÉ CAMPESINO SAN FRANCISCO DE EL CARDAL,GOBERNADOR REGIONAL DE ÑUBLE,"PROYECTO "" FIESTA DE LA ESQUILA Y EL CANTO POPULAR "", EN LA COMUNA DE YUNGAY.",POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
962,,S/N,RENDICION,13-03-24,13-03-24,13-03-24,CLUB DE HUASOS EL MAITÉN-TALHUAN,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301C0142,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
961,,S/N,RENDICION,23-02-24,13-03-24,13-03-24,COMITÉ DE FERIANTES EMPRENDEDORES DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301C0150,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
960,,S/N,RENDICION,13-03-24,13-03-24,13-03-24,CLUB DE HUASOS LAS CAMELIAS EL RINCON,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301C0165,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
959,,S/N,RENDICION,07-03-24,13-03-24,13-03-24,ASOCIACION DEPORTIVA LOCAL DE TAEKWONDO ÑUBLE REGIÓN,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301D0014,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
958,,S/N,RENDICION,04-03-24,13-03-24,13-03-24,CLUB DEPORTIVO SANTA AMELIA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301D0129,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
957,,S/N,RENDICION,23-02-24,13-03-24,13-03-24,JUNTA DE VECINOS LAS PARCELAS,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2301SP0035,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
956,,S/N,RENDICION,05-03-24,13-03-24,13-03-24,JUNTA DE VECINOS LA ISLA,GOBERNADOR REGIONAL DE ÑUBLE,RENDICION COD: 2302SP0076,POR MANO,,UNIDAD DE RENDICIONES,EN PAPEL,,,,,,,,,
