,RESPONSABLE,DE,FOLIO,FECHA DOCTO,PARA:,MATERIA,FIRMA,VÍA DESPACHO,FECHA ENTREGA,OBSERVACIONES,FIRMA RECEPCIÓN,LINK AL DOCUMENTO,
,cnp,,00185,27-03-2024,ALEJANDRO AGUILERA ZAMBRANO,SOLICITUD DE APOYO EN LA ADQUISICION DE ARTICULOS DEPORTIVOS Y MATERIAL DE DIFUSION PARA LAS ACTIVIDADES DEPORTIVAS.,TAMARA VALENZUELA FUENTEALBA,E-MAIL,,,,https://drive.google.com/file/d/1l2Q9XiG-CWzYxBWRN1Jnd0WtZHCsS1Sg/view?usp=drive_link,
,gsg,,00184,26-03-2024,CRISTIAN QUIROZ REYES,RESPUESTA A SOLICITUD DE FISCALIA POR PROCESO SUMARIAL.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1jLvu11GYjYKzMBUt_bbl6nXwGRM8KUFr/view?usp=drive_link,
,eja,,00183,25-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""FORTALECIMIENTO Y ATRACCION DE INVERSIONES PRODUCTIVAS DE BASE TECNOLOGICA IFI MODALIDAD INVERSION TECNOLOGICA, REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1r4QP7lxqPxoHjOtlfdFaqZBkaBXs2CQt/view?usp=drive_link,
,pnj,,00182,25-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECICLAJE DE AGUA RESIDUAL ECONOMIA CIRCULAR DE P"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1xpFgyiFslaX2lgA8Rro8IzceK51hqbZm/view?usp=drive_link,
,alg,,00181,25-03-2024,LEILA GASAUI IRRIBARRA,SOLICITA INCORPORACION DE APOYOS PARA LA REVISION DE INICIATIVAS.,TAMARA VALENZUELA FUENTEALBA,E-MAIL,,,,https://drive.google.com/file/d/1n1LjF-y8t8QH4yQxLCcKrWrPEGs37bLw/view?usp=drive_link,
,cnr,,00180,22-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICIONES ""TRANSFERENCIA INVERSION A LA COMUNIDAD, REGION DE ÑUBLE"".",CARMEN NAVARRETE RETAMAL,E-MAIL,,,,https://drive.google.com/file/d/1mvPRTgJhmHsjiJd3wuC2ccPQRbhRvxyJ/view?usp=drive_link,
,nfc,,00179,21-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA FONDO DE DESARROLLO DE LAS TELECOMUNICACIONES FIBRA OPTICA ÑUBLE - ULTIMA MILLA""."".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1lIzYCipH-oZ0i1xUP-Ib3TYHK1NFlzS6/view?usp=drive_link,
,pnj,,00178,21-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""CAPACITACION PARA FORTALECIMIENTO DE ORGANIZACION AGRICULTORES BLANCOS, BULNES"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1ISTMXwcreGd2gI4I38Z-6kpq-v-YPOV-/view?usp=drive_link,
,pnj,,00177,21-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""CAPACITACION PARA FORTALECIMIENTO DE ORGANIZACION AGRICULTORES BLANCOS, BULNES"".",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1VrEE0UidxpaAR11TkQomCjG9zwAGgslJ/view?usp=drive_link,
,cnr,,00176,20-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA DE RECUPERACION ASISTENCIA ESCOLAR VALLE DEL ITATA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1hxjI2ZOxSgvaKUIoXjOAXf1goociGykA/view?usp=drive_link,
,cnr,,00175,20-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA, DIFUSION Y PROMOCION DE LA REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1AUCv_Gj18ZR7w67NMQIhC2nM0SxHdyK_/view?usp=drive_link,
,psp,,00174,20-03-2024,ROLANDO GASSET ESPINOZA,SOLICITA REEVALUACION DE PROYECTO FRIL CODIGO BIP 40042058.,RUBEN SANDOVAL GANGAS,E-MAIL,,,,https://drive.google.com/file/d/16tDvIwkz19F4GxXunlbkoTQC98i9900H/view?usp=drive_link,
,jzp,,00173,18-03-2024,UNIDAD DE CONTROL DE RENDICIONES,RECTIFICA MEMO N°18 DEL 12 DE ENERO 2024.,JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/14--Z9LlAzOa7eXpPJMvX51o8l08qolkl/view?usp=drive_link,
,isp,,00172,18-03-2024,RUBEN SANDOVAL GANGAS,INFORME DE GARANTIAS VENCIDAS PROGRAMA 02.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1lqErtJ86ISctk7JJt3TSGQ5JTzC34J66/view?usp=drive_link,
,isp,,00171,18-03-2024,RUBEN SANDOVAL GANGAS,INFORME DE GARANTIAS POR VENCER PROGRAMA 02.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/19PO0kG7EQ8RSE-uwx0l0s26QzDPnn952/view?usp=drive_link,
,jpa,,00170,18-03-2024,JEFES DE DIVISION GORE DE ÑUBLE,EXTIENDE PLAZO PARA LA ENTREGA DE LA PLANILLA DE SEGUIMIENTO Y CONTROL DE INICIATIVAS.,LEILA GASAUI IRRIBARRA,E-MAIL,,,,https://drive.google.com/file/d/1QS9nasChxS91aUkWZeZdSMXifJnlC-p3/view?usp=drive_link,
,jpch,,00169,18-03-2024,LEILA GASAUI IRRIBARRA,DEVUELVE MANUALES DE PROCEDIMIENTOS APORBADOS BAJO RESOLUCIONES N°46 Y N°47.,JUAN PABLO CHORIBIT,DOCDIGITAL,,,,https://drive.google.com/file/d/1CxunrNOgAX-hH4AXwQ0yN6puA_fUkEyV/view?usp=drive_link,
,jpch,,00168,15-03-2024,PABLO GUTIERREZ GUTIERREZ,"SOLICITA AGENDAR VEHICULO PARA TRASLADO DE FUNCIONARIOS CONCEPCION-CHILLAN, DIA 21-03-24.",JUAN PABLO CHORIBIT,E-MAIL,,DESPACHADO POR MARÍA ELENA LÓPEZ,,https://drive.google.com/file/d/1GTgu57J2ASL70OV_R05jUGB2-eGQakKB/view?usp=drive_link,
,,,00167,15-03-2024,LEILA GASAUI IRRIBARRA,"VIAJE A COLOMBIA EN EL MARCO DEL PROYECTO ""TRANSFERENCIA DISTRITO DE INNOVACION ÑUBLE: HERRAMIENTA DE DESARROLLO REGIONAL"".",,,,,,https://drive.google.com/file/d/1PR-uUhlSjTsxjZZ0SE6658Z_kl9NNhKb/view?usp=drive_link,
,,,00166,14-03-2024,CLARA TOLEDO CORTES,SOLICITA REALIZAR PROCEDIMIENTOS RESPECTIVOS PARA RECONOCER DERECHO A PERCIBIR ASIGNACION DE ANTIGUEDAD.,LEILA GASAUI IRRIBARRA,,,,,https://drive.google.com/file/d/1yxSf5asHsaPW0C1XD1uyscWzmUXGQCvs/view?usp=drive_link,
,cnr,,00165,14-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA, DIFUSION Y PROMOCION DE LA REGION DE ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/15lUZserrgoc0bxI1HBJc-PXvNt__m0zU/view?usp=drive_link,
,cnr,,00164,14-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA INNOVACION EN USO EFICIENTE DEL RECURSO HIDRICO PARA PEQUEÑA AGRICULTURA ÑUBLE"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Sio8zP8ao-jij1sMLDmB_MI8PIi8mFjM/view?usp=drive_link,
,frh,,00163,14-03-2024,RUBEN SANDOVAL GANGAS,"SOLICITA ELABORACION DE RES. AFECTA QUE MODIFICA PRESUPUESTO DE INVERSION PARA APERTURA DE SUBTITULO 08.99, PARA REALIZAR REQUERIMIENTOS AL CONCEPTO PRESUPUESTARIO 0899999002 Y CREACION DE COMPROMISOS EN SISTEMA SIGFE PARA DEVENGAR Y REBAJAR LA CUENTA DE ANTICIPOS.",LEILA GASAUI IRRIBARRA,,,,,https://drive.google.com/file/d/1QDsar1cz1OlXDBwoLQfVyq-IMydmZ5uQ/view?usp=drive_link,
,jzp,,00162,14-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA SENSORES REMOTOS Y APICULTURA NATURAL REGENERATIVA"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1hjEQki2ZhNdeLa-MEfe2ZPyqpFn13GVE/view?usp=drive_link,
,jzp,,00161,14-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DIRECTRICES TECNOLOGICAS DE MANEJO AGRONOMICO PARA EL CULTIVO DEL CASTAÑO"".",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1KvOPIfhj6uT5MTdPi-2F73rH9HBr8Elh/view?usp=drive_link,
,jrv,,00160,12-03-2024,LEILA GASAUI IRRIBARRA,"VIAJE A COLOMBIA EN EL MARCO DEL PROYECTO ""TRANSFERENCIA DISTRITO DE INNOVACION ÑUBLE: HERRAMIENTA DE DESARROLLO REGIONAL"".",JORGE ROMERO VILLALOBOS,,,,,https://drive.google.com/file/d/1hq_SQosS7AfGsOAVEJnIQmwhtMnYlBVt/view?usp=drive_link,
,joc,,00159,11-03-2024,LEILA GASAUI IRRIBARRA,"ENVIA A CUSTODIA POLIZA N°008356 DE FECHA 15.02.2024 POR CANJE DE RETENCIONES DEL CONTRATO ""REPOSICION CESFAM FEDERICO PUGA BORNE, CHILLAN VIEJO"".",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/12Xv6_oXvngEwNNuUE_setfebfKcRDoz2/view?usp=drive_link,
,jsm,,00158,07-03-2024,LEILA GASAUI IRRIBARRA,"ENTREGA RENDICIONES DEL FONDO PARA EL DESARROLLO DE ÑUBLE, GLOSA 2.3",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1M16FWCm1G67XWJcoxTmArghY271d9A3x/view?usp=drive_link,
,jpa,,00157,06-03-2024,SRES. JEFES DE DIVISION GOBIERNO REGIONAL DE ÑUBLE.,INFORMA Y ADJUNTA PLANILLA DE SEGUIMIENTO Y CONTROL DE INICIATIVAS.,LEILA GASAUI,E-MAIL,,,,https://drive.google.com/file/d/1g6mzVrEwKWp3cOEH6c0Dfj-3EE3yCAsv/view?usp=drive_link,
,jsm,,00156,05-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENTREGA RENDICIONES DEL FONDO PARA EL DESARROLLO DE ÑUBLE, GLOSA 2.3",RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1L3LuvHSr0iN9FjK5V9pHb-_b8SfVRg0X/view?usp=drive_link,
,jpa,,00155,05-03-2024,TAMARA VALENZUELA FUENTEALBA,SOLICITA REFERENTES TECNICA EN LA EJECUCION DE INICIATIVAS DEL SUBTITULO 24.,LEILA GASAUI,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1SzuJR14pDVlxPIfKhiVjtmU46gIBBYX7/view?usp=drive_link,
,pnj,,00154,05-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1rhYcDobovmEUdRBByb_SDC20ItpXe3j0/view?usp=drive_link,
,jpa,,00153,04-03-2024,JUAN CHORIBIT CHORIBIT,SOLICITA VISACION MANUALES DE PROCEDIMIENTOS EX POST BAJO RESOLUCIONES EXENTA N°46 Y N°47.,LEILA GASAUI,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/13ds9F8c0GgjWxckJk-i1-5Kyxg1GKF3C/view?usp=drive_link,
,crh,,00152,01-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""PROGRAMA DE CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII EN LA REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1YzU2Fr3Z9WbOB4SfMw7ScknmPQlSaVij/view?usp=drive_link,
,crh,,00151,01-03-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""PROGRAMA DE CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII EN LA REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1sjoXkLYdIokNT5G0kfW5TJ4mX6D6lfV1/view?usp=drive_link,
,jsm,,00150,01-03-2024,UNIDAD DE CONTROL DE RENDICIONES,ENTREGA RENDICIONES INTERES REGIONAL Y ASIGNACION DIRECTA AÑO 2023 PARA REVISION.,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1v3aJ5aM-YrTu9cNHHch_ysvSC7fa6283/view?usp=drive_link,
,rbh,,00149,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS, INFORME FINAL ""TRANSFERENCIA COMPETITIVIDAD INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/10ra3n1ekD2zvq3F_XKEmC4uNLCrnEeX7/view?usp=drive_link,
,rbh,,00148,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1jIMO-Zb5RLdo67OFKQp-k7iNZwYB2qVS/view?usp=drive_link,
,rbh,,00147,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/19MLKLhImJJSotRaZpng9Jprq4MpBCa6m/view?usp=drive_link,
,rbh,,00146,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1IXXyCKrDMCrP6G3C7weqxf8FBJS36y7s/view?usp=drive_link,
,rbh,,00145,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1qmFF6oZxJVykehV5FfjkivCscfsuRqMH/view?usp=sharing,
,rbh,,00144,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1UxxJU1F4u-A4r39lyRgMnGAUy6u0BOVq/view?usp=drive_link,
,rbh,,00143,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/17i33DCRbIaIzhAfYEagarFWV-Qty1ALz/view?usp=drive_link,
,rbh,,00142,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA INVERSION PREDIAL REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1enLKFn1rzoiZX1U1fdwk8wR3eW33wTKw/view?usp=drive_link,
,crh,,00141,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""PROGRAMA DE CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII EN LA REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1KLE-cVaHAGcYz1E9o5mLqOIRRJ8zMpHO/view?usp=drive_link,
,crh,,00140,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""PROGRAMA DE CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII EN LA REGION DE ÑUBLE""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1_K0VjtL9EKC-kb23CTuff3Sg9FJFon9F/view?usp=drive_link,
,jzp,,00139,29-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICIONES DE CUENTAS ""TRANSFERENCIA OPTIMIZACION DE LA GESTION DE COSECHA EN CEREZA""",JORGE ROMERO VILLALOBOS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1ACFU3hABtZ9dTdIsGyl-6rjM9-T9G82T/view?usp=drive_link,
,nlg,,00138,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA PROGRAMA PAVIMENTACION PARTICIPATIVA 31° LLAMADO REGION DE ÑUBLE""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1EJ0EJN7qe_ImfBMgSLZ32ngph_P1ASz4/view?usp=drive_link,
,pnj,,00137,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1Pfxl7_pEw8L3TwDCaR9JmdwomaKeGCoz/view?usp=drive_link,
,pnj,,00136,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1rHVTvHodr9Tbxd7VzoU74i2W9mCUVjNH/view?usp=drive_link,
,pnj,,00135,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1yPNl8-ixZ7ToBxby8aZvs5Fzk8ovlyWy/view?usp=drive_link,
,pnj,,00134,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA RECARGA DE POZO CON AGUA LLUVIA PARA USO AGRICOLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1vkLzNKSu66Xd3oiUrHs59JQIZBSzenE1/view?usp=drive_link,
,nfc,,00133,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""TRANSFERENCIA FONDO DE DESARROLLO DE LAS TELECOMUNICACIONES FIBRA OPTICA ÑUBLE - ULTIMA MILLA""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1kCz29vbep8abEnrBiL5mXEi-6UacwyUY/view?usp=drive_link,
,nfc,,00132,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE GASTOS ""PLAN DE ACCION PARA ADOPCION DE ELECTROMOVILIDAD EN ÑUBLE""",CRISTIAN QUIROZ REYES,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1eoDJUC7lew6gpbSAXLCRGgrtrEzioKVJ/view?usp=drive_link,
,jsm,,00131,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/126p3S1_cnJKazIq41nuShUctEW1urWXC/view?usp=drive_link,
,jsm,,00130,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1abVM5pmvftTyMO4oaBz8rLGgMJM_A-Zz/view?usp=sharing,
,jsm,,00129,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1TR-Z8kmrWUAQC05m2NsKJLsxr8lYnvdL/view?usp=drive_link,
,jsm,,00128,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1pyxMEe3mR5JCa5RexLyJTZ2OL_OEtMKJ/view?usp=drive_link,
,jsm,,00127,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1bniOWQCjufWS0KsMIPz9SywBdCKdvWFE/view?usp=drive_link,
,jsm,,00126,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1chho_4TTcdeXa0a1hvPOlr1zZ7kMPdvc/view?usp=drive_link,
,jsm,,00125,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/15Zch5hG_miXvKMFc92YDR6UdAEWOYI7Z/view?usp=drive_link,
,jsm,,00124,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/129KF7cneXpUW_atDsSoestHQa4yvVAfs/view?usp=drive_link,
,jsm,,00123,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/191QM9qR6TxV3na33jO3vxrHey4UTIP3H/view?usp=drive_link,
,jsm,,00122,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1N2sQ1Bm5I-cLXDGdf6gvmk3bVyQHLHH_/view?usp=drive_link,
,jsm,,00121,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1RsK-iHWLUQzwKB_N9gZOt8e7k2jcNGj-/view?usp=drive_link,
,jsm,,00120,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1BaPrgiTFMNoJe49X1S5sLNZYi01OMEp0/view?usp=drive_link,
,jsm,,00119,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0031,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1ef2NPoCipDnOpvTD4uPnEhloqzeVDE7H/view?usp=drive_link,
,jsm,,00118,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0009,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1V-_McJSM-jwN7gchB42Divq0-n-DStvc/view?usp=drive_link,
,jsm,,00117,28-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0009,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1H_sm1nNFaCj90SSU-5lZNBDQ9mN-eKlD/view?usp=drive_link,
,jsm,,00116,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,ENTREGA DE RENDICION DE FONDOS PARA EL DESARROLLO DEL ÑUBLE 2.3.,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1qcO6cu0klLYZth1y_0fFQP3uMr6ks8Sz/view?usp=drive_link,
,jsm,,00115,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1VW6xBMqA5JXCXkTF2UILvxMfd90Huac1/view?usp=drive_link,
,jsm,,00114,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/18XfNy4D7ss2jz9jZsrpBABHnyDhZIgBA/view?usp=drive_link,
,jsm,,00113,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1-ZXIJa2CyM2UlZN6YsO-lKlZjyTi-YPV/view?usp=drive_link,
,jsm,,00112,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1VeiM-I1Gi33DHrq380-ou_aqSZu6pbuP/view?usp=drive_link,
,jsm,,00111,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1PemaPzGR0-GarMODgfg7sAtNeChiNEx1/view?usp=drive_link,
,jsm,,00110,26-02-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE GASTOS FSDÑ 0006,RUBEN SANDOVAL GANGAS,SE ENTREGA POR MANO,,,,https://drive.google.com/file/d/1stvmdph7QCV8I1j-xWmodIRWOQuLIebO/view?usp=drive_link,
