COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,DIVISIÓN VINCULADA,MONTO INICIATIVA,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,OBSERVACIONES GENERALES,_source_file,_cleaned_at
40046499-2022,VIGENTE,2022,2022,40046499,0,"PREVENCION DEL AUSENTISMO ESCOLAR, ME MOVILIZO AL APRENDIZAJE, COMUNA DE PINTO",PROGRAMA,DIGUILLÍN,PINTO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,,"M$62,063","M$62,063","M$62,063",M$0,APROBADO TÉCNICAMENTE,30/11/2022,RS,29/11/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.116718
40046529-2022,VIGENTE,2022,2022,40046529,0,TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLÁN,PROGRAMA,DIGUILLÍN,CHILLÁN,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,,"M$180,665","M$180,665","M$180,665",M$0,APROBADO TÉCNICAMENTE,21.11.2022,RS,18.11.2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.117272
40046589-2022,VIGENTE,2022,2022,40046589,0,TRANSFERENCIA SEMILLEROS PARTICIPATIVOS DE SEMILLA CERTIFICADA DE TRIGO PARA LA AFC DE LA REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,DIGUILLÍN,EJECUCIÓN,GLOSAS COMUNES,FOMENTO/TURISMO/INNOVACIÓN,,,,INIA,SECTORIAL / OTRO,INIA,,"M$949,816","M$800,000","M$949,816",M$0,INGRESADO A PREINVERSIÓN,13.10.2022,SIN RATE,13.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.117435
40046612-2022,VIGENTE,2022,2022,40046612,0,"MEJORAMIENTO DE PUENTES SAN JORGE EN RUTA S/R-N 352 Y PUENTE SANTA ROSA EN RUTA N-339, COMUNA",PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,CAMINOS/CALLES/VEREDAS,,,,ASOCIACIÓN PUNILLA,MUNICIPIO,ASOCIACIÓN PUNILLA,DIT,"M$826,844","M$826,844","M$826,844",M$0,INGRESADO A PREINVERSIÓN,07.10.2022,ADMISIBLE,07.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.117505
40046614-2022,VIGENTE,2022,2022,40046614,0,"MEJORAMIENTO PUENTE MAITEN CHICO, CAMINO MAITÉN CHICO, S/R, COMUNA DE COIHUECO, ASOCIACION PU",PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,CAMINOS/CALLES/VEREDAS,,,,ASOCIACIÓN PUNILLA,MUNICIPIO,ASOCIACIÓN PUNILLA,DIT,"M$277,313","M$277,313","M$277,313",M$0,ADMISIBLE,13.10.2022,ADMISIBLE,13.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.117563
40046615-2022,VIGENTE,2022,2022,40046615,0,"MEJORAMIENTO PUENTE 1 EN RUTA N-250, COMUNA DE ÑIQUEN, ASOCIACION PUNILLA",PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,MIDESO,CAMINOS/CALLES/VEREDAS,,,,ASOCIACIÓN PUNILLA,MUNICIPIO,ASOCIACIÓN PUNILLA,DIT,"M$1,528,389","M$1,528,389","M$1,528,389",M$0,INGRESADO A PREINVERSIÓN,07.10.2022,ADMISIBLE,07.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.117661
40046770-2022,VIGENTE,2022,2022,40046770,0,"MEJORAMIENTO CANCHA DE FUTBOL SECTOR RECINTO, COMUNA DE PINTO",PROYECTO,DIGUILLÍN,PINTO,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,,"M$379,987","M$379,987","M$379,987",M$0,ADMISIBLE,20.10.2022,ADMISIBLE,20.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.117722
40046980-2022,VIGENTE,2022,2022,40046980,0,"ADQUISICION TRACTOR FINES MUNICIPALES, COMUNA DE COBQUECURA",PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,,,,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,,"M$54,740","M$54,740","M$54,740",M$0,APROBADO TÉCNICAMENTE,21-10-2022,RS,21-10-2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.117924
40046981-2022,VIGENTE,2022,2022,40046981,0,TRANSFERENCIA PROGRAMA DE MEJORAMIENTO ASISTENCIA DE ALUMNOS DE LA ESCUELA JOSE SALGADO BURGO,PROGRAMA,DIGUILLÍN,PEMUCO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,,"M$62,199","M$54,199","M$54,199",M$0,APROBADO TÉCNICAMENTE,19.10.2022,RS,19.10.2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.118041
40047003-2022,VIGENTE,2022,2022,40047003,0,MEJORAMIENTO CALIDAD DE LA EDUCACION POR TRANSFERENCIA MUNICIPALIDAD DE COBQUECURA,PROGRAMA,ITATA,COBQUECURA,EJECUCIÓN,TRANSFERENCIAS,EDUCACION,,,,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,,"M$33,049","M$29,749","M$33,049",M$0,APROBADO TÉCNICAMENTE,14.10.2022,RS,14.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.118176
40047009-2022,VIGENTE,2022,2022,40047009,0,TRANSFERENCIA DIFUSIÓN DE LEGUMINOSAS 2X1 PARA LA AGRICULTURA FAMILIAR CAMPESINA EN LA REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,INIA,SECTORIAL / OTRO,INIA,,"M$659,229","M$500,000","M$659,229",M$0,INGRESADO A PREINVERSIÓN,03.11.2022,SIN RATE,03.11.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121573
40047028-2023,VIGENTE,2022,2023,40047028,0,TRANSFERENCIA FNDR de Emergencia de fomento productivo para zona de rezago,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,SERCOTEC,SECTORIAL / OTRO,SERCOTEC,DIFOI,"M$1,014,465","M$1,000,000","M$1,000,000",M$0,APROBADO TÉCNICAMENTE,31-03-2023,RS,31-03-2023,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.121629
40047053-2022,VIGENTE,2022,2022,40047053,0,MEJORAMIENTO APOYANDO EL MEJORAMIENTO EN LA CALIDAD DE LA EDUCACIÓN,PROGRAMA,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,,"M$109,230","M$83,829","M$83,829",M$0,APROBADO TÉCNICAMENTE,14/11/2022,RS,14/11/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121686
40047099-2022,VIGENTE,2022,2022,40047099,0,ADQUISICION LABORATORIOS PORTÁTILES PARA LICEOS ZONA DE REZAGO VALLE DEL ITATA,PROYECTO,ITATA,ITATA,EJECUCIÓN,C-33,EDUCACIÓN,,,,SEREMI EDUCACIÓN,SECTORIAL / OTRO,SEREMI EDUCACIÓN,,"M$499,934","M$499,934","M$499,934",M$0,INGRESADO A PREINVERSIÓN,20.10.2022,SIN RATE,20.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121737
40047105-2022,VIGENTE,2022,2022,40047105,0,ADQUISICION LAB0RATORIOS PORTATILES DE CIENCIAS PARA ESCUELAS RURALES ZONA DE REZAGO VALLE DEL ITATA,PROYECTO,ITATA,ITATA,EJECUCIÓN,C-33,EDUCACIÓN,,,,SEREMI EDUCACIÓN,SECTORIAL / OTRO,SEREMI EDUCACIÓN,,"M$249,867","M$249,867","M$249,867",M$0,INGRESADO A PREINVERSIÓN,20.10.2022,SIN RATE,20.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121786
40047180-2022,VIGENTE,2022,2022,40047180,0,ADQUISICION DE PANELES INFORMATIVOS APOYO TRANSPORTE PUBLICO REGIÓN DE ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,INFRAESTRUCTURA PÚBLICA,29,,,SEREMI TRANSPORTE,SECTORIAL / OTRO,GORE-DIT,DIT,"M$317,510","M$317,510","M$317,510",M$0,INGRESADO A PREINVERSIÓN,21.11.2022,SIN RATE,21.11.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121838
40047227-2023,VIGENTE,2022,2023,40047227,0,MEJORAMIENTO PLAZA DE ARMAS DE CHILLÁN,PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,MIDESO,PLAZAS/PARQUES,,,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,DIPLADE,"M$4,363,722","M$4,363,722","M$4,363,722",M$0,ADMISIBLE,20-12-2022,ADMISIBLE,20-12-2022,ADMISIBLE,ANÁLISIS.csv,2025-12-23T05:39:41.121892
40047232-2022,VIGENTE,2022,2022,40047232,0,CONSTRUCCION CANCHA PASTO SINTÉTICO CENTRO RECREATIVO MUNICIPAL JOSÉ PEDRO HADI,PROYECTO,ITATA,QUIRIHUE,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. QUIRIHUE,MUNICIPIO,MUNICIP. QUIRIHUE,,"M$379,850","M$379,850","M$379,850",M$0,ADMISIBLE,20.10.2022,ADMISIBLE,20.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121946
40047370-2022,VIGENTE,2022,2022,40047370,0,"CONSTRUCCION CANCHA DE FUTBOL SECTOR LAS ARBOLEDAS, SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$379,773","M$379,773","M$379,773",M$0,ADMISIBLE,28.10.2022,ADMISIBLE,28.10.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.121995
40047406-2022,VIGENTE,2022,2022,40047406,0,TRANSFERENCIA OPORTUNIDAD DE ACCESO AL APRENDIZAJE PARA TODOS LICEO SAN NICOLÁS,PROGRAMA,PUNILLA,SAN NICOLÁS,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. SAN NICOLÁS,MUNICIPIO,MUNICIP. SAN NICOLÁS,,"M$349,728","M$349,728","M$349,728",M$0,APROBADO TÉCNICAMENTE,24/11/2022,RS,22/11/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.122080
40047478-2022,VIGENTE,2022,2022,40047478,0,"MEJORAMIENTO CANCHA GRADO VOCACIONAL, COMUNA DE YUNGAY",PROYECTO,DIGUILLÍN,YUNGAY,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$379,998","M$379,998","M$379,998",M$0,ADMISIBLE,07.11.2022,ADMISIBLE,07.11.2022,MIDESO,ANÁLISIS.csv,2025-12-23T05:39:41.122132
40047494-2022,VIGENTE,2022,2022,40047494,0,REPOSICIÓN Y ADQUISICIÓN DE VEHÍCULOS POLICIALES PARA LA XVI DE CARABINEROS ÑUBLE,PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,29,,,CARABINEROS,SECTORIAL / OTRO,GORE-DIPIR,DIPIR,"M$2,296,951","M$2,296,951","M$2,296,951",M$0,APROBADO TÉCNICAMENTE,21/12/2022,RS,21/12/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.122185
40047599-2023,VIGENTE,2022,2023,40047599,0,"ADQUISICIÓN MOTONIVELADORA, MUNICIPALIDAD DE DE CHILLÁN",PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,29,3,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,,"M$291,000","M$291,000","M$291,000",M$0,APROBADO TÉCNICAMENTE,21.11.2022,RS,21.11.2022,REVISANDO PREINVERSIÓN,ANÁLISIS.csv,2025-12-23T05:39:41.122260
40047722-2023,VIGENTE,2022,2023,40047722,0,"CONSTRUCCIÓN CANCHA DE PASTO SINTÉTICO Y CIERRE PERIMETRAL , CERRO NEGRO QUILLÓN",PROYECTO,DIGUILLÍN,QUILLÓN,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. QUILLÓN,MUNICIPIO,MUNICIP. QUILLÓN,DIDESO,"M$379,997","M$379,997","M$379,997",M$0,ADMISIBLE,27/12/2022,ADMISIBLE,27/12/2022,,ANÁLISIS.csv,2025-12-23T05:39:41.130003
40047742-2023,VIGENTE,2022,2023,40047742,0,"MEJORAMIENTO AREAS VERDES VIILA LOS NARANJOS, CHILLAN VIEJO",PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,MIDESO,PLAZAS/PARQUES,,,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,,"M$338,180","M$338,180","M$338,180",M$0,ADMISIBLE,07.12.2022,ADMISIBLE,14.12.2022,ADMISIBLE,ANÁLISIS.csv,2025-12-23T05:39:41.130204
40047852-2023,VIGENTE,2022,2023,40047852,0,TRANSFERENCIA DESARROLLO DE PFNM EN LA REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,INFOR,SECTORIAL / OTRO,INFOR,DIFOI,"M$516,621","M$494,191","M$494,191",M$0,INADMISIBLE,06-12-2022,INADMISIBLE,06-12-2022,INGRESADO A PREINVERSIÓN,ANÁLISIS.csv,2025-12-23T05:39:41.147207
40047896-2022,NO VIGENTE,2022,2022,40047896,0,"MEJORAMIENTO CANCHA PASTO SINTÉTICO CLUB DEPORTIVO UNIÓN , ANFA, CHILLÁN (NO VIGENTE)",PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. CHILLÁN,MUNICIPIO,GORE-DIDESO,DIDESO,"M$460,044","M$460,044","M$460,044",M$0,ADMISIBLE,30-11-2022,ADMISIBLE,30-11-2022,ADMISIBLE,ANÁLISIS.csv,2025-12-23T05:39:41.147313
40047929-2023,VIGENTE,2022,2023,40047929,0,TRANSFERENCIA VACACIONES MEJOR NIÑEZ,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,SERNATUR,SECTORIAL / OTRO,SERNATUR,DIDESO,"M$1,191,346","M$1,191,346","M$1,191,346",M$0,APROBADO TÉCNICAMENTE,04-07-2023,RS,04-07-2023,RS,ANÁLISIS.csv,2025-12-23T05:39:41.305227
40048139-2022,VIGENTE,2022,2022,40048139,0,TRANSFERENCIA INCREMENTO DE LA COMPETITIVIDAD DE LA FRUTICULTURA SOSTENIBLE Y RESILIENTE AL CAMBIO CLIMÁTICO,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,INIA,SECTORIAL / OTRO,INIA,DIFOI,"M$3,111,305","M$2,198,220","M$2,198,220",M$0,INGRESADO A PREINVERSIÓN,14.12.2022,SIN RATE,14.12.2022,,ANÁLISIS.csv,2025-12-23T05:39:41.305818
40048158-2023,VIGENTE,2022,2023,40048158,0,MEJORAMIENTO CANCHA DE FUTBOL SECTOR GENERAL CRUZ COMUNA DE PEMUCO,PROYECTO,DIGUILLÍN,PEMUCO,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. PEMUCO,MUNICIPIO,MUNICIP. PEMUCO,DIPLADE,"M$370,910","M$370,910","M$370,910",M$0,APROBADO TÉCNICAMENTE,28-11-2023,RS,28-11-2023,ADMISIBLE,ANÁLISIS.csv,2025-12-23T05:39:41.305985
40048189-2023,VIGENTE,2022,2023,40048189,0,TRANSFERENCIA NÚCLEOS DE RECOLECTORES/AS DE SEMILLAS FORESTALES NATIVAS REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,INFOR,SECTORIAL / OTRO,INFOR,DIFOI,"M$397,813","M$378,193","M$378,193",M$0,INADMISIBLE,06-12-2022,INADMISIBLE,06-12-2022,INGRESADO A PREINVERSIÓN,ANÁLISIS.csv,2025-12-23T05:39:41.306043
40048227-2023,VIGENTE,2022,2023,40048227,0,MEJORAMIENTO DE MULTICANCHAS EN DIVERSOS SECTORES DE LA COMUNA DE SAN CARLOS,PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,FRIL,DEPORTIVO,,,,MUNICIP. SAN CARLOS,MUNICIPIO,MUNICIP. SAN CARLOS,,"M$142,424","M$122,494","M$122,494",M$0,APROBADO TÉCNICAMENTE,27-12-2022,RS,27-12-2022,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.306101
40048322-2023,VIGENTE,2022,2023,40048322,0,TRANSFERENCIA ECOMERCADOS SOLIDARIOS,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,FOSIS,SECTORIAL / OTRO,FOSIS,DIFOI,"M$273,148","M$273,148","M$273,148",M$0,INGRESADO A PREINVERSIÓN,21-12-2022,SIN RATE,21-12-2022,,ANÁLISIS.csv,2025-12-23T05:39:41.306153
40048400-2023,VIGENTE,2022,2023,40048400,0,"MEJORAMIENTO CANCHA DE FUTBOL, RECINTO DEPORTIVO TREHUACO",PROYECTO,ITATA,TREHUACO,EJECUCIÓN,MIDESO,DEPORTIVO,,,,MUNICIP. TREHUACO,MUNICIPIO,MUNICIP. TREHUACO,DIDESO,"M$37,950","M$379,950","M$379,950",M$0,ADMISIBLE,15-12-2022,ADMISIBLE,15-12-2022,ADMISIBLE,ANÁLISIS.csv,2025-12-23T05:39:41.306242
40048441-2022,VIGENTE,2022,2022,40048441,0,TRANSFERENCIA MEJORAMIENTO DEL RENDIMIENTO ACADÉMICO EN ENSEÑANZA MEDIA,PROGRAMA,ITATA,TREHUACO,EJECUCIÓN,TRANSFERENCIAS,EDUCACIÓN,,,,MUNICIP. TREHUACO,MUNICIPIO,MUNICIP. TREHUACO,,"M$51,138","M$36,138","M$36,138",M$0,APROBADO TÉCNICAMENTE,19/12/2022,RS,19/12/2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.308890
40048583-2023,VIGENTE,2023,2023,40048583,0,"CONSTRUCCION SISTEMA DE AGUA POTABLE RURAL, SECTOR AGUA FRIA, COMUNA DE NINHUE",PROYECTO,ITATA,NINHUE,EJECUCIÓN,MIDESO,AGUAS Y APR,31,2,,MUNICIP. NINHUE,MUNICIPIO,MUNICIP. NINHUE,DIT,"M$684,907","M$684,907","M$684,907",M$0,REVISANDO MDS,05-01-2023,FI,18-05-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.308970
40048669-2023,VIGENTE,2022,2023,40048669,0,TRANSFERENCIA Reactivación y Transformación económica de las MiPymes de la Región de Ñuble,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,CORFO,SECTORIAL / OTRO,"CORFO
FIA",DIFOI,"M$19,159,369","M$14,201,525","M$14,201,525",M$0,APROBADO TÉCNICAMENTE,14-09-2023,RS,14-09-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309026
40048683-2022,VIGENTE,2022,2022,40048683,0,TRANSFERENCIA FORTAL. CAP. SOCIAL COMUNITARIO ENFOQUE TERRITORIAL REGIÓN ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,TRANSFERENCIAS,FOMENTO/TURISMO/INNOVACIÓN,,,,GORE-DIDESO,SECTORIAL / OTRO,GORE-DIPIR,DIDESO,"M$380,912","M$380,912","M$380,912",M$0,APROBADO TÉCNICAMENTE,28-12-2022,RS,28-12-2022,RS,ANÁLISIS.csv,2025-12-23T05:39:41.309089
40048725-2023,VIGENTE,2023,2023,40048725,0,"DIFUSION INFORMACIÓN Y ACOMPAÑAMIENTO SOCIAL DE COMITÉS DE VIVIENDAS, REGIÓN DE ÑUBLE",PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSAS COMUNES,VIVIENDA,,,,SEREMI VIVIENDA,SECTORIAL / OTRO,SEREMI VIVIENDA,DIDESO,"M$168,800","M$168,800","M$168,800",M$0,APROBADO TÉCNICAMENTE,04-04-2023,RS,04-04-2023,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.309142
40048732-2023,VIGENTE,2023,2023,40048732,0,"CONTROL PROYECTOS HABITACIONALES, PLAN DE EMERGENCIA HABITACIONAL , REGIÓN DE ÑUBLE",PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSAS COMUNES,VIVIENDA,,,,SEREMI VIVIENDA,SECTORIAL / OTRO,SEREMI VIVIENDA,DIPIR,"M$238,590","M$238,590","M$238,590",M$0,APROBADO TÉCNICAMENTE,13-04-2023,RS,12-04-2023,CONVENIO,ANÁLISIS.csv,2025-12-23T05:39:41.309194
40048786-2023,VIGENTE,2023,2023,40048786,0,"CONSTRUCCION CANCHA DE PASTO SINTETICO MARIANO EGAÑA, CHILLAN VIEJO",PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,DIDESO,"M$380,000","M$380,000","M$380,000",,APROBADO TÉCNICAMENTE,16-06-2023,RS,16-06-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309467
40048792-2023,VIGENTE,2023,2023,40048792,0,"MEJORAMIENTO ESPEJO DE AGUA E ILUMINACIÓN , MURAL MARÍA MARTNER , CHILLÁN VIEJO",PROYECTO,DIGUILLÍN,CHILLÁN VIEJO,EJECUCIÓN,MIDESO,PLAZAS/PARQUES,31,2,,MUNICIP. CHILLÁN VIEJO,MUNICIPIO,MUNICIP. CHILLÁN VIEJO,,"M$302,191","M$302,191","M$302,191",M$0,APROBADO TÉCNICAMENTE,22-06-2023,RS,22-06-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309516
40048490-2023,VIGENTE,2023,2023,40048490,0,"CONSTRUCCION CANCHA PASTO SINTETICO ANFA, COMUNA DE BULNES",PROYECTO,DIGUILLÍN,BULNES,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. BULNES,MUNICIPIO,MUNICIP. BULNES,DIDESO,"M$380,000","M$380,000","M$380,000",M$0,APROBADO TÉCNICAMENTE,27-07-2023,RS,27-07-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309571
40049208-2023,VIGENTE,2023,2023,40049208,0,"CONSTRUCCION DISEÑO ELEAM, COMUNA DE QUIRIHUE",PROYECTO,ITATA,QUIRIHUE,DISEÑO,MIDESO,SALUD,,,,MUNICIP. QUIRIHUE,MUNICIPIO,MUNICIP. QUIRIHUE,,"M$180,000","M$180,000","M$180,000",M$0,ADMISIBLE,24-01-2023,ADMISIBLE,24-01-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309620
40048997-2023,NO VIGENTE,2023,2023,40048997,0,CONSTRUCCION LABORATORIOS PARA LA CARRERA DE QUIMICA Y FARMACIA - UBB REGIÓN DE ÑUBLE (NO VIGENTE),PROYECTO,REGIONAL,REGIONAL,EJECUCIÓN,MIDESO,EDUCACIÓN,,,,UBB,SECTORIAL / OTRO,UBB,DIPLADE,"M$3,490,455","M$866,250","M$866,250",M$0,INADMISIBLE,24-01-2023,INADMISIBLE,24-01-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309677
30485661-2023,VIGENTE,2023,2023,30485661,0,"MEJORAMIENTO ESPACIO PÚBLICO AVENIDA ARGENTINA, CHILLÁN",PROYECTO,DIGUILLÍN,CHILLÁN,EJECUCIÓN,MIDESO,PLAZAS/PARQUES,31,2,,MUNICIP. CHILLÁN,MUNICIPIO,MUNICIP. CHILLÁN,DIPLADE,"M$5,544,289","M$5,544,289","M$5,544,289",M$0,REVISANDO MDS,02-06-2023,OT,02-06-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.309801
40049459-2023,VIGENTE,2023,2023,40049459,0,"CONSTRUCCION CANCHA DE PASTO SINTETICO PASO ANCHO, COMUNA DE SAN FABIAN",PROYECTO,PUNILLA,SAN FABIÁN,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. SAN FABIÁN,MUNICIPIO,MUNICIP. SAN FABIÁN,DIDESO,"M$380,000","M$380,000","M$380,000",M$0,APROBADO TÉCNICAMENTE,13-11-2023,RS,13-11-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.317252
40037757-2023,VIGENTE,2023,2023,40037757,0,"ADQUISICIÓN MOTONIVELADORA PARA FLOTA CAMINERA, COMUNA DE SAN IGNACIO",PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,,,,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,DIT,"M$228,803","M$228,803","M$228,803",M$0,INGRESADO A PREINVERSIÓN,08-02-2023,SIN RATE,08-02-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.317472
40049475-2023,VIGENTE,2023,2023,40049475,0,"REPOSICION CANCHA DE FUTBOL CALLE ALEGRE, COMUNA DE SAN IGNACIO",PROYECTO,DIGUILLÍN,SAN IGNACIO,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. SAN IGNACIO,MUNICIPIO,MUNICIP. SAN IGNACIO,DIDESO,"M$380,000","M$380,000","M$380,000",M$0,APROBADO TÉCNICAMENTE,09-08-2023,RS,09-08-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.317545
40049545-2023,VIGENTE,2023,2023,40049545,0,"CONSTRUCCION CANCHA PASTO SINTÉTICO Y CIERRE PERIMETRAL SECTOR PULLAY, COMUNA DE COBQUECURA",PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,MIDESO,DEPORTIVO,31,2,,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,DIDESO,"M$379,997","M$379,997","M$379,997",M$0,APROBADO TÉCNICAMENTE,10-08-2023,RS,10-08-2023,,ANÁLISIS.csv,2025-12-23T05:39:41.317654
