 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40011464-2020,2020,TREHUACO,MUNICIPIO,TRANSPORTE,ITATA,TREHUACO,40011464,29,03,,REPOSICIÓN DE FLOTA DE TRANSPORTE ESCOLAR PARA LA COMUNA DE TREHUACO,"$217,175",$0,"$217,175","$231,832","$23,168",2,08-01-2020,409/10.8.21,9. TERMINADO,100%,"CJG 13-4-22 ENTREGA JUEVES 21 ABRIL // CONVENIOS DETENIDOS POR FALTA DE RECURSOS EN EL SUB 29 03 (15/07/2020-CSP// SIN RECURSOS DISPONIBLES) // (21/07/2020-MQV// SIN RECURSOS DISPONIBLES) #CJM 31-07-08 SIN NUEVAS OBSERVACIONES //06-08-2020 LMPO SIN RECURSOS DISPONIBLES PARA EJECUTAR LA INICIATIVA. 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// SIN RECURSOS DISPONIBLES. 27/08/2020-CSP// SIN OBSERVACIONES // 03.09.20-MQV-SIN NUEVAS OBSERVACIONES # CJM 11-09-2020 SIN RECURSOS DISPONIBLES PARA ESTA INICIATIVA. // LMPO 16-09-2020 SIN RECUERSOS PARA ESTA INICIATIVA. // PSP 29.09.2020 SIN N UEVAS OBSERVACIONES.// CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 29-10-2020 SIN NUEVAS OBSERVACIONES  // ALDF 28.01.2021 SIN NUEVAS OBSERVACIONES // PSP 05,02,2021 SIN ASIGNACIÓN DE RECURSOS PARA FIRMA DE CONVENIO // PSP 15.06.2021 SIN NUEVAS OBSERVACIONES.",16-08-2021,46,25-08-2021,4519-3-LQ22,COMERCIAL KAUFMANN S.A.,96.572.360-9,21/4/22,1,,Luis Padilla Orellana,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$255,000","$255,000",,,,,,,,,,,,,,,"$255,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40062268-2020,2020,YUNGAY,MUNICIPIO,EDUCACION,DIGUILLIN,YUNGAY,40062268,33,03,125,"MEJORAMIENTO DE COCINA Y COMEDOR EN LICEO DE CAMPANARIO Y ESC. LOS MAYOS, COMUNA DE YUNGAY","$155,999",$0,"$155,999","$149,853",,,,,7. EN EJECUCIÓN,40%,CJG 3.1.25 CIERRA LICITACION 31 ENERO 25,,,,3588-128-LQ24,Ingeneria y construcciones LZ SPA,76.954.972-2,5-2-2025,30,,,Carlos Jungjohann,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$149,853",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$149,853",,,,,"$59,941","$59,941","$74,926","$74,926",,,"$18,500","$18,500",,,,,,,,,,,,,"$153,367","$153,367","-$3,514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30113947-2020,2020,YUNGAY,MUNICIPIO,DEPORTE,DIGUILLIN,YUNGAY,30113947,33,03,125,CONSTRUCCIÓN CAMARINES ESTADIO MUNICIPAL DE YUNGAY,"$60,000",$0,"$60,000","$59,057",,9,08-01-2020,36/5.2.20,9. TERMINADO,100%,TERMINADO,19-03-2020,172,14-04-2020,3588-22-LP20,Constructora y Comercializadora paulina Diaz EIRL,76.888.995-3,26-10-2020,108,18,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$19,832",,,"$23,662",,,,,"$15,563",,,,,"$39,225",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40003524-2020,2020,YUNGAY,MUNICIPIO,OBRAS CIVILES,DIGUILLIN,YUNGAY,40003524,33,03,125,"CONSTRUCCIÓN CIERRE PERIMETRAL TERRENO CLUB DEPORTIVO EL ROBLE, YUNGAY","$31,998",$0,"$31,998","$30,065",-505,260,30-12-2019,86/28.2.20,9. TERMINADO,100%,EJECUTADO,23-03-2020,162,09-04-2020,3588-20-LE20,Ingenieria y Construcciones LZ,76.954.972-2,29-10-2020,15,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,"$29,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40002312-2020,2020,YUNGAY,MUNICIPIO,TRANSPORTE,DIGUILLIN,YUNGAY,40002312,29,03,,"ADQUISICION DE VEHICULO PARA TRASLADO DE MINUSVALIDOS, COMUNA DE YUNGAY","$63,067",$0,"$63,067","$63,067",,35,23-01-2020,409/10.8.21,9. TERMINADO,100%,"APERTURA 05.05.2020. REVISIÓN DE OFERTAS PARA REALIZAR ADJUDICACIÓN. SIN RECURSOS EN SUB 2903, SE ESTÁ A LA ESPERA DE RESPUESTA DISPONIBILIDAD PPT/SE DECLARÓ INADMISIBLE INTENCIÓN (15/07/2020-CSP// NO EXISTEN NUEVAS OBSERVACIONES)./// 22/07/2020-MQV// SIN NUEVAS OBSERVACIONES, SIN DISPONIBILIDAD PRESUPUESTARIA) #CJM 31-07-2020 SIN NUEVAS OBSERVACIONES // 06-08-2020 LMPO SIN NUEVAS OBSERVACIONES. 13/08/2020-ALDF// SIN OBSERVACIONES. 13/08/2020-ALDF// SIN OBSERVACIONES. 17/08/2020-PSP// SE REANUDARÁ PROCESO DE COMPRAS// 26/08/2020-CSP// INTENCIÓN DE COMPAS REVISADA POR JURÍDICA // 03.09.20-MQV- INTENCIÓN DE COMPRA EN FIRMA DEL INTENDENTE // CJM 11/09/2020 INTENCION DE COMPRAS A LA ESPERA DE PASAR A ADQUISICIONES POR TEMAS PENDEINTE RESPECTO A TIPO DE VEHÍCULO A LICITAR // LPO 16.09.2020 - SE FIRMARÁ CONVENIO CON LA MUNICIPALIDAD // 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 01.10.2020 SE FIRMARÁ CONVENIO CON MUNICIPALIDAD // CSP 07.10.2020 SIN OBSERVACIONES // //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES//CJM 30-10-2020 SIN NUEVAS OBSERVACIONES //CJM 11-12-20 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2020 SIN OBSERVACIONES //CJM 29-01-2021 SIN ASIGNACION PRESUPUESTARIA PARA ESTE AÑO // PSP 15.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR",N/A,N/A,N/A,52453,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,541","$60,541",,,,,,,,,,,,,,,,,,,,,,,"$60,541",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,526",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$2,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40014859-2020,2020,YUNGAY,MUNICIPIO,TRANSPORTE,DIGUILLIN,YUNGAY,40014859,29,03,,REPOSICION CAMIONES TOLVA PARA LA MUNICIPALIDAD DE YUNGAY,"$151,130",$0,"$151,130","$149,821",,221,30-09-2019,409/10.8.21,9. TERMINADO,100%,"CJG RECEPCIÓN 25 FEBRERO // GRAN COMPRA SE SUBIO EL DIA 27 DE ABRIL. APERTURA 13.05.2020/MUNICIPIO SE ENCUENTRA REVISANDO ANTECDENTES TÉCNICOS Y A LA ESPERA RESPUESTA DE DISPONIBILIDAD PPT/SE DEBERÁ SUSPENDER INTENCIÓN DE COMPRAS /// 22/07/2020-MQV// SIN NUEVAS OBSERVACIONES, A LA ESPERA DE DISPONIBILIDAD PRESUPUESTARIA) #CJM 31-07-2020 SIN NUEVAS OBSERVACIONES // 06-08-2020 LMPO SIN NUEVAS OBSERVACIONES. 13/08/2020-ALDF// SIN OBSERVACIONES. 17/08/2020-PSP// SIN OBSERVACIONES// 26/08/2020-CSP// SIN OBSERVACIONES // 03.09.20-MQV-SIN NUEVAS OBSERVACIONES // CJM 11/09/2020 SIN OBSERVACIONES // LPO 16.09.2020 - SIN OBSERVACIONES // 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 01.10.2020 SIN OBSERVACIONES // CSP 07.10.2020 SIN OBSERVACIONES // //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES //CJM 11-12-20 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2021 SIN OBSERVACIONES //CJM 29-01-2021 SIN ASIGNACION PRESUPUESTARIA PARA ESTE AÑO // PSP 15.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR",N/A,N/A,N/A,52628 / 3588-43-LQ21,TECHNOLOGY MOTOR GROUP SA,76.821.750-5,,9,,Pamela Solis Perez,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$149,821","$149,821",,,,,,,,,,,,,,,"$149,821",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010269-2019,2019,ASOC. PUNILLA,MUNICIPIO,TRANSPORTE,PUNILLA,ÑIQUÉN,40010269,29,05,,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE LA RED VIAL, COMUNA DE ÑIQUEN","$200,365",$0,"$200,365","$179,371","$20,994",79,08-04-2019,198/30.4.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,48108,KOMATSU Y CECOR,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 29 - DIPIR,,,,,"$179,371",,,,"$179,371",$0,"$179,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$20,994",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$20,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010288-2019,2019,ASOC. PUNILLA,MUNICIPIO,TRANSPORTE,PUNILLA,SAN FABIÁN,40010288,29,05,,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE RED VIAL, COMUNA DE SAN FABIAN","$370,140",$0,"$370,140","$370,140",,98,17-05-2019,243/4.6.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,,,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 29 - DIPIR,,,,,,,"$253,255","$98,041","$351,296",$0,"$351,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$18,844",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$18,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010268-2019,2019,ASOC. PUNILLA,MUNICIPIO,TRANSPORTE,PUNILLA,COIHUECO,40010268,29,05,,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE RED VIAL, COMUNA DE COIHUECO","$505,026",$0,"$505,026","$490,233","$14,793",99,17-05-2019,243/4.6.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,48141,"SALFA, KOMATSU Y CECOR",,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 29 - DIPIR,,,,,"$490,232",,,,"$490,232",$1,"$490,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$14,793",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$14,793",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010287-2019,2019,ASOC. PUNILLA,MUNICIPIO,TRANSPORTE,PUNILLA,SAN CARLOS,40010287,29,05,,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE RED VIAL, COMUNA DE SAN CARLOS","$168,922",$0,"$168,922","$168,922",,105,17-05-2019,243/4.6.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,,,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 29 - DIPIR,,,,,,,"$161,179",,"$161,179",$0,"$161,179",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$7,743",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$7,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40011463-2019,2019,ASOC. PUNILLA,MUNICIPIO,RECURSOS NATURALES Y MEDIO AMBIENTAL,PUNILLA,SAN FABIÁN,40011463,29,03,,"REPOSICION DE 2 CAMIONES RECOLECTORES DE RESIDUOS SOLIDOS DOMICILIARIOS, COMUNA DE SAN FABIAN","$237,512",$0,"$237,512","$237,512",20487,80,08-04-2019,198/30.4.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,,PESCO,,,,,Maryorie Quintero Vejar,Carolina Serey Provoste,DIPIR,SUBT. 29 - DIPIR,,,,,,,"$137,515","$120,483","$257,998",$1,"$257,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40009579-2019,2019,BIENES NACIONALES,SECTORIAL / OTRO,SOCIAL,REGIONAL,REGIONAL,40009579,33,03,202,"SANEAMIENTO TÍTULOS DE DOMINIO, COMUNAS DE ZONAS DE OPORTUNIDAD, REGIÓN ÑUBLE","$580,544",$0,"$580,544","$580,544",,40,06-02-2019,41/13.3.19,7. EN EJECUCIÓN,"85,14%",PROGRAMA EN EJECUCIÓN. ABRIL RINDIERON M$ 9.079.- (15/07/2020-CSP//REALIZÓ RENDICIÓN EN JUNIO M$13.619) // / 21/07/2020-MQV// SIN NUEVAS OBSERVACIONES) #CJM 31-07-2020 REDICION DE RENDICION // 06-08-2020 LMPO SERVICIO REALIZAR RENDICIÓN MENSUAL CORRESPONDIENTE A JULIO INFORMAN $12.370.035.- 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// SIN NUEVAS OBSERVACIONES. //28/08/2020-CSP// AÚN NO PRESENTAN RENDICIÓN CORRESPONDIENTE AL MES DE AGOSTO // / 03.09.20-MQV-RENDICIÓN DE AGOSTO PENDIENTE DE ENVIO #CJM 11-09-2020 PRESENTAN RENDICIÓN MENSUAL DE $34.160.042.- CORRESPONDIENTE AL MES DE AGOSTO // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES. // PSP - 29.09.2020 SERVICIO DEBE ENVIAR RENDICIÓN MENSUAL. // CSP 08-10-2020 RENDICIÓN MENSULA AL DÍA.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 EL AÑO 2020 RINDIERON M$194.014 // PSP 16.06.2021 SE MANTIENE OBSERVACIÓN ANTERIOR.,03-05-2019,18,14-05-2019,,,,,,,Luis Padilla Orellana,,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,"$5,850","$26,023","$36,674","$15,144","$23,523","$35,687","$142,901",$0,"$142,901",,"$10,620","$14,681",,"$9,079","$19,141",,,,,,,"$172,477",,,,,"$56,981",,"$19,533","$10,525","$12,001","$11,437","$9,246","$23,329","$143,052",,,"$3,746","$3,746","$11,150","$11,150","$9,152","$9,152","$6,672","$6,672","$9,257","$9,257",,,"$19,386","$19,386",,,"$16,586","$16,586","$10,480","$10,480","$7,348","$7,331","$93,760",,,"$13,068","$13,068","$11,053","$11,053",,,,,,,$262,$262,,,,,,,,,,,"$24,383","$24,383","$3,971",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$3,971",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$3,971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4. CONVENIO FIRMADO,,,,,,
,40007906-2019,2019,BOMBEROS,SECTORIAL / OTRO,SEGURIDAD,REGIONAL,REGIONAL,40007906,33,01,001,ADQUISICION Y REPOSICIÓN CARROS FORESTALES CUERPOS DE BOMBEROS REGIÓN DE ÑUBLE,"$2,800,800",$0,"$2,800,000","$2,800,000",,26,21-01-2019,180/9.4.19,9. TERMINADO,100%,EJECUTADO,16-04-2019,8,18-04-2019,,,70.073.800-0,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,"$2,800,000",,,,,,,,"$2,800,000",$0,"$2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010542-2019,2019,BOMBEROS,SECTORIAL / OTRO,SEGURIDAD,REGIONAL,REGIONAL,40010542,33,01,001,ADQUISICION 20 CAMIONETAS PRIMERA INTERVENCIÓN MULTIPROPOSITO CUERPO DE BOMBEROS,"$1,178,100",$0,"$1,178,100","$1,178,100",,72,25-03-2019,438/29.4.19,9. TERMINADO,100%,EJECUTADO,31/-05-2019,35,05-06-2019,,,70.073.800-0,,,,Luis Padilla Orellana,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,"$1,178,100",,,,,,,"$1,178,100",$0,"$1,178,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30261675-2019,2019,BULNES,MUNICIPIO,SOCIAL,DIGUILLIN,BULNES,30261675,33,03,125,"CONSTRUCCION SEDE SOCIAL VILLA FRESIA, COMUNA DE BULNES","$59,990",$0,"$52,043","$52,043",,26,21-01-2019,002/05.02.2021,9. TERMINADO,100%,EJECUTADO,18-02-2019,79,26-02-2019,3902-20-LP19,CONSTRUCTORA DON OCTAVIO LTDA,76.434.239-9,29-07-2019,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,"$13,011",,"$28,624",,"$41,635",$0,"$41,635",,,"$10,409",,,,,,,,,,"$10,409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,-$1,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,-$1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40009108-2019,2019,BULNES,MUNICIPIO,TRANSPORTE,DIGUILLIN,BULNES,40009108,29,03,,"ADQUISICION CAMION LIMPIAFOSAS, MUNICIPALIDAD DE BULNES","$45,356",$0,"$45,356","$44,743",$613,123,03-06-2019,584/28.10.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,1036569-18-LE19,SALFA,91.502.000-3,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,,,,"$44,743","$44,743",$0,"$44,743",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$613,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30483516-2019,2019,BULNES,MUNICIPIO,SALUD,DIGUILLIN,BULNES,30483516,29,03,,"REPOSICION AMBULANCIA, CESFAM SANTA CLARA, COMUNA DE BULNES.","$45,006",$0,"$45,006","$44,999",$7,26,21-01-2019,198/30.4.19,9. TERMINADO,100%,EJECUTADO,14-05-2019,24,24-05-2019,N/A,,,,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 29 - DIPIR,,,,,"$44,999",,,,"$44,999",$0,"$44,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$7,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40009953-2019,2019,CARABINEROS,SECTORIAL / OTRO,SEGURIDAD,REGIONAL,REGIONAL,40009953,29,03,,REPOSICION VEHÍCULOS POLICIALES PARA LA XVI ZONA ÑUBLE,"$1,785,765",$0,"$1,785,765","$1,785,765",,86,24-04-2019,198/30.4.19,9. TERMINADO,100%,EJECUTADO,N/A,N/A,N/A,,,,,,,Maryorie Quintero Vejar,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,"$1,617,885","$102,244","$1,720,129",$23,"$1,720,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$65,613",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$65,613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
